Gene Group	R1 LPS 0h	R1 LPS 01h	R1 LPS 02h	R1 LPS 04h	R1 LPS 06h	R1 LPS 09h	R1 LPS 12h	R2 LPS 0h	R2 LPS 01h	R2 LPS 02h	R2 LPS 04h	R2 LPS 06h	R2 LPS 09h	R2 LPS 12h	M/L LPS R1 0h	M/L LPS R1 01h	M/L LPS R1 02h	M/L LPS R1 04h	M/L LPS R1 06h	M/L LPS R1 09h	M/L LPS R1 12h	M/L LPS R2 0h	M/L LPS R2 01h	M/L LPS R2 02h	M/L LPS R2 04h	M/L LPS R2 06h	M/L LPS R2 09h	M/L LPS R2 12h
Stk24	4.60088	4.49907	4.21601	3.70043	3.62951	3.91685	3.97672	4.42432	4.58744	4.26558	3.69517	3.65222	3.91269	4.00206	204.9942473	200.1052855	189.2420143	189.484101	192.9208584	196.4701455	189.4106092	198.6725558	200.2783122	192.5173851	191.5753749	192.3950415	192.2344785	192.4166391
Stk38	5.00903	4.74342	4.60654	4.80941	5.01418	4.94014	4.90851	5.02445	4.9213	4.53158	4.68281	4.90404	5.05014	4.91691	35.86487788	34.52267983	34.57968818	34.01675496	33.31753905	31.83478	32.10725042	36.26513479	36.15698976	35.5097723	34.8969329	32.48185448	30.85071878	30.44217799
Strap	4.56173	4.46732	4.29291	4.10385	4.05902	4.04409	4.10362	4.32296	4.43783	4.51198	4.22786	4.03539	4.05243	4.04408	245.8677804	239.2327642	232.6718972	234.2538506	232.4817424	225.2943599	225.432365	227.8583307	241.430949	242.0669872	235.7464867	232.0240469	232.0029607	223.4331461
Strn4	3.53343	3.31978	3.14939	3.1087	3.19192	3.22776	3.28703	3.45503	3.44123	3.24513	3.00792	3.2012	3.31907	3.14845	23.43550503	24.8431176	24.71907399	23.51961748	23.19403264	23.1122664	23.03586829	24.53746369	24.3541407	24.171012	23.624656	23.24522241	23.15358429	22.91984751
Stub1	5.07749	5.02725	4.86715	4.80179	4.65117	4.51041	4.54637	5.16583	4.9481	4.78581	4.65461	4.57595	4.69682	4.65451	23.37536464	22.20219151	20.93677118	20.366824	20.46369766	19.40239246	18.68856507	20.49257003	21.74196208	23.40469223	22.02189633	19.83344154	19.38237673	18.85145129
Stx7	5.33462	5.19525	5.03549	4.89913	5.05496	5.19474	5.1505	5.3078	5.30615	5.14066	4.88071	4.95627	5.11243	5.16068	357.9652471	342.5878333	324.9343912	335.9455811	325.627188	319.8363339	302.0640795	331.0983476	340.4998513	332.5817597	331.0216234	327.1923413	322.3411057	320.2118504
Stx8	3.9386	4.26993	4.20038	4.0842	4.12463	4.25737	4.3304	4.13674	4.21081	4.18461	4.20329	4.14548	4.15406	4.1705	5.617871448	5.609998636	5.598825959	5.57123983	5.378361983	5.1947943	5.238958509	5.94906516	5.681246395	5.420480242	5.622495518	5.406846357	5.069605559	5.12221047
Stxbp3a	4.46362	4.6218	5.21344	5.69779	5.94931	5.94537	5.85998	4.48881	4.59893	5.32434	5.77633	5.9043	5.8767	5.78189	37.72684363	40.87270438	41.39497055	41.03868575	41.20985422	40.77678573	41.51541737	39.39245889	40.58406985	40.56164516	39.85004054	40.6002965	41.81415682	41.25815664
Sucla2	4.11837	4.26662	4.1872	4.02238	3.94697	3.96682	4.02121	4.41693	4.28137	4.06216	4.09401	4.01858	3.85254	3.80398	178.2962203	179.1341606	178.3044148	185.0915167	180.4013256	164.4997599	162.99644	185.1273407	175.7378907	176.595243	184.7783067	178.6675482	164.1831174	163.7517175
Suclg1	4.34368	4.17294	3.96901	3.76936	3.54618	3.4905	3.56319	3.98797	4.13504	3.84828	3.77457	3.73862	3.61172	3.75866	347.8010431	343.357287	345.754428	326.6191042	321.9436658	324.0977868	315.0669601	321.9127676	349.6515471	349.3523392	335.1741833	330.3789135	317.5138176	319.5557809
Sumf1	3.97062	3.82147	3.5031	3.4267	3.73323	4.05117	4.0909	4.06481	3.9644	3.46775	3.52672	3.80489	3.81007	3.95856	11.90822167	12.10351223	12.12379166	11.39222939	10.67694467	9.869100545	9.805540686	12.10008032	11.32320375	11.01596656	10.97822831	10.68294875	10.55655526	10.62167819
Sumo1	5.28333	5.10257	5.24318	5.57343	5.83639	5.73833	5.50765	5.166	5.19322	5.41536	5.65916	5.81904	5.55046	5.48163	315.5360676	300.3309269	284.7717349	280.6117217	282.950257	281.5341798	271.688325	298.9783528	303.602924	299.8804066	287.1880531	287.8017207	279.1341022	257.7373634
Supt5h	4.74135	4.82133	4.62778	4.42187	4.2771	4.16678	4.26382	4.53918	4.76864	4.50176	4.35273	4.33067	4.46589	4.36116	32.36627686	31.84884611	31.75195967	32.01149152	33.04990807	30.52241563	29.62297701	33.58417323	32.87858734	31.01256728	31.54871395	31.00807741	29.9241316	31.38796851
Supt6h	3.72933	3.8233	3.85571	3.68394	3.56558	3.63415	3.74093	3.59029	4.1292	3.94105	3.56833	3.4954	3.58076	3.72791	9.186165769	9.122752357	8.725797776	8.889765991	9.267463208	8.876155436	8.72315558	9.441260275	9.812313902	9.137142185	8.992354718	8.810932908	8.500992651	8.302529434
Suz12	4.02812	4.03691	4.07977	4.14212	4.1041	3.90469	3.96145	4.05509	3.97557	4.10707	4.18529	4.06456	3.98513	3.88446	3.427629467	3.53551078	3.469949112	3.03354747	2.80507569	2.717448615	2.537250811	3.577534414	3.346139482	3.243078948	3.163767413	2.987803926	2.611189435	2.524318621
Svil	5.20326	5.53674	4.83421	3.88161	3.6517	3.4239	3.44717	5.29403	5.58849	4.44529	3.64187	3.71083	3.75057	3.54753	18.87327952	18.75874653	18.57811706	17.86307416	17.41891942	16.56265971	16.27451131	19.38451698	19.58523166	18.22929625	17.66569311	16.73918604	15.87701004	16.85014437
Syk;Sykb	5.24731	5.54495	5.75935	5.54282	5.33074	5.40212	5.51001	5.18513	5.64926	5.7935	5.50281	5.39865	5.38325	5.42471	296.7445989	296.4832996	287.6980664	296.1374141	302.9250071	312.6928741	304.5842919	289.9150908	283.0784923	293.3995474	308.1664887	304.739149	308.3241109	304.1773141
Syncrip	4.92818	5.01642	4.91078	4.56835	4.35356	4.24823	4.17639	4.92135	5.17338	4.88208	4.49233	4.33695	4.26143	4.13438	418.4477248	445.2868617	432.7460807	426.2405075	424.8677917	409.0797715	393.6571212	413.3199434	400.727022	412.9378652	444.9624345	439.1627839	421.9717686	415.0956561
Tagln2	7.5287	7.54817	7.63619	7.67603	7.6355	7.62616	7.5819	7.45861	7.49074	7.60743	7.65488	7.63138	7.71199	7.67761	7502.999841	7481.083719	7116.626774	7137.885598	6978.983061	7247.383777	7247.826175	7539.900045	7273.886144	7260.676508	7108.077284	7198.708925	7297.159229	7071.929268
Taldo1	7.0359	7.01437	6.85793	6.77768	6.57742	6.29314	6.2669	7.03364	6.78605	6.83339	6.75237	6.58969	6.44848	6.37971	4452.078076	4447.226795	4484.120213	4492.108898	4611.008749	4643.916002	4525.35476	4439.306776	4575.040643	4602.42818	4611.646241	4534.912375	4497.328968	4407.439745
Tank	4.70542	5.13644	5.45187	5.50928	5.72112	5.71184	5.50463	4.29465	5.18292	5.76069	5.86912	5.7801	5.43259	5.42052	16.82730097	16.09737425	16.23353567	16.5283044	17.34741555	18.55166396	18.77878373	16.9173625	16.21585553	15.8996626	17.13020426	17.91644019	18.95755289	19.86702001
Tap1	4.48621	4.47314	5.54853	6.32486	6.38688	6.21952	6.09576	4.41715	4.49907	5.49737	6.27935	6.43482	6.29115	6.11598	15.59928506	15.98399014	16.71184367	17.15895392	17.28239674	18.11221263	18.73257209	15.65157804	15.8941758	16.11689351	16.70797027	17.12511905	18.37382229	19.92140542
Tapbp	6.16037	6.38694	6.81455	7.2124	7.46551	7.54038	7.48787	6.30066	6.32326	6.71984	7.1672	7.43351	7.59534	7.52821	95.49473285	92.7377509	87.92292103	87.23926646	98.36454869	117.7747798	127.9800566	86.78644327	90.0626728	94.08977179	91.09815747	96.27276732	115.9895824	131.0997391
Tbc1d22a	3.18897	3.10086	2.64812	2.13018	2.06846	2.45296	2.58764	2.89944	3.07383	2.96397	2.38926	2.17374	2.21439	2.46255	8.865035668	8.934837852	8.645633038	8.535426185	8.563270499	8.593323099	8.166362264	8.763991438	8.691187513	8.69534109	8.944768481	8.593698048	8.187144307	8.377194526
Tbc1d2b;mKIAA1055	3.5958	3.52418	3.18072	2.41806	2.31922	2.88609	2.9793	3.31743	3.59812	3.29612	2.56664	2.42902	2.81959	2.87644	4.989890134	4.880476957	5.060045112	5.168073045	5.036765295	4.91776545	4.729388219	4.889168876	4.866706791	5.276656068	5.450722572	5.164423676	4.686895441	4.499699651
Tcea1	5.04694	5.23765	5.28976	5.28115	5.22876	5.06612	4.95674	5.11279	5.25474	5.12789	5.21783	5.26461	5.1498	4.97947	144.2145381	147.8519197	152.4729959	151.1525712	159.2277497	158.8715297	149.8054214	157.7181912	156.0853457	148.5350414	148.4302773	151.5242011	152.8701063	151.1258767
Tceb1	5.20323	5.11841	5.14203	5.28283	5.43304	5.51103	5.42138	5.14973	4.94078	5.11965	5.27999	5.45461	5.57737	5.58982	610.2657235	620.1055458	619.0139545	560.7775169	542.5321962	529.5699515	513.2116952	577.5276671	611.9775758	585.2741857	578.7064929	556.3762286	524.8675641	555.6970119
Tceb3	4.38721	4.22919	4.23506	4.36308	4.46948	4.46544	4.43988	4.2433	4.25115	4.13279	4.32107	4.54777	4.59669	4.49657	14.01543998	14.67938939	14.96415563	13.99824313	14.05227859	14.48482035	13.17447637	14.71766194	14.81051449	14.33745501	13.84739073	14.32887959	14.21599537	13.40389007
Tcf25;mKIAA1049	5.86761	5.93738	5.9238	5.94263	5.93542	5.89709	5.95085	5.92302	6.15671	5.97673	5.84227	5.77819	5.85072	5.92713	1.436499674	1.50985851	1.516649159	1.569364997	1.631587398	1.74867017	1.94062999	1.519597713	1.454647656	1.51715359	1.5980832	1.634604346	1.747583875	1.833215837
Tcof1	4.23071	4.32763	4.19495	4.16276	4.05832	3.76882	3.5649	4.21903	4.1404	3.85953	4.054	4.12601	4.09092	3.8182	45.38673738	44.32615813	41.09648539	41.0443817	40.39857597	38.88839537	39.05498179	41.25321298	41.71022566	42.0515491	41.83220998	41.24180096	41.41563582	40.00119156
Tgfb1	5.97596	5.96929	5.91585	5.63592	5.36885	5.42164	5.46604	5.76561	5.78265	5.96078	5.81792	5.60257	5.40024	5.42379	10.82698686	10.80050658	11.33421192	11.39478304	11.89958559	13.03626202	13.37792	11.34521156	11.24119042	10.82330673	11.42788345	11.90446126	12.67681788	13.06391425
Tgm2	4.87907	5.14498	5.39917	5.40188	5.36367	5.62802	5.89851	4.7382	5.20409	5.41209	5.41554	5.55541	5.58748	5.80249	425.9992581	437.0807376	452.903201	449.0249981	475.8072264	480.5648293	457.4838555	445.5595515	442.5363641	449.8729978	444.9763684	444.7037924	472.3639845	480.063316
Thbs1	5.6735	6.30918	6.47636	6.06116	5.92209	6.10909	6.28615	5.77783	6.17645	6.18352	5.92519	6.06472	6.35734	6.35249	67.02726839	67.47482765	65.42422186	59.3969413	52.58572269	47.57008026	49.11431517	67.09329078	69.70769751	63.32732716	54.24289189	51.79150726	50.4285716	49.35568655
Thrap3	4.50515	4.61087	4.50459	4.35982	4.25625	4.13693	4.15546	4.68914	4.75631	4.47116	4.25255	4.17317	4.12821	4.05853	107.0300452	116.1445898	114.7294845	112.2965267	113.9817233	106.4746143	104.32057	110.9218043	111.8303972	116.8717576	118.6334585	113.4274323	103.8065925	100.7622171
Thumpd1	3.34602	3.1962	2.925	2.68449	2.77852	2.75605	2.69192	3.29885	3.15534	2.98492	2.85945	2.56212	2.77172	2.74579	25.46057106	25.19691544	23.38861434	22.74640948	23.06351497	22.73468575	21.05456968	25.13657703	24.7800252	24.50391855	24.36450305	22.87248244	21.28432978	20.77471295
Timm8b;Ddp2	5.12011	4.94906	4.89015	4.67834	4.67959	4.85838	4.9709	5.11915	5.15916	5.15241	4.83426	4.54428	4.58701	4.75026	165.958328	162.4828756	157.2955743	150.3784485	147.2172675	144.7903271	141.9630933	165.8231977	152.7714291	153.2476105	162.1398879	148.5006785	144.832894	141.2052365
Timm9;AK039495	3.69343	3.44757	2.7355	1.91332	1.91498	2.45583	2.42633	3.34092	3.36887	2.89958	2.13362	2.22486	2.45346	2.16564	125.4393476	125.2556321	129.0267854	125.9411802	119.9653432	117.7154958	118.602392	123.6520743	129.4340961	126.8032764	124.2539734	122.053569	118.9835035	116.1322135
Tkt	6.34031	6.35014	6.26997	6.12055	5.78465	5.53756	5.64443	6.36778	6.20434	6.13599	5.98941	5.78435	5.79747	5.76827	6853.223975	6868.840511	6296.48119	6290.833149	6514.236819	6634.159206	6514.012277	6457.818139	6500.381992	6506.454233	6742.225421	6672.869233	6356.733132	6708.213137
Tle3	4.27061	4.52649	4.97142	5.07975	4.72605	4.25221	4.03585	4.33178	4.38851	4.71144	4.99932	4.78251	4.48284	4.16598	5.731992124	5.441386772	5.185503564	5.643312835	6.082990025	5.906149533	5.662363952	5.654830761	5.644384632	5.486977459	5.634684983	5.977442629	5.797960639	5.403692653
Tln1;mKIAA1027	5.14926	5.17523	5.16131	5.01421	4.88518	4.90773	4.8825	5.14313	5.19243	5.03588	4.95185	4.90852	4.98704	4.95657	761.5024846	765.6489506	730.6431124	711.5354597	717.5066451	730.9086635	704.1816519	761.4836946	731.4259755	702.7213162	713.4485979	761.7889197	745.3463857	704.4598982
Tmed5	5.23951	5.45207	5.42743	5.33449	5.36125	5.16396	5.01121	5.17171	5.31238	5.43435	5.40152	5.35512	5.20005	5.11479	48.23357244	47.55653649	45.079324	44.8846761	44.8913649	44.19345609	43.06407603	47.94304963	49.82944231	48.1002593	44.86622849	45.04799131	42.69809892	40.42194617
Tmem214	3.96072	3.7407	3.25948	2.83288	2.92697	3.28003	3.47658	3.56592	3.59894	3.39494	3.19943	3.12018	3.21844	3.3795	5.011711518	5.046690411	4.906699521	4.878979169	4.789027946	4.62843524	4.638919152	5.123546081	4.921947658	5.015077867	4.885355904	4.691596116	4.649804953	4.563021223
Tmem43	4.37628	3.9476	3.40712	3.36535	3.67295	3.95638	4.05288	4.16719	3.63845	3.64885	3.75761	3.78533	3.9394	3.84173	7.855324887	7.695834003	7.548199254	7.128465153	6.65767874	6.45659417	6.295944169	7.558203381	7.540723616	7.524870272	7.2987015	6.826247496	6.399583161	6.398251858
Tmod3	4.42759	4.39053	4.55592	4.87647	5.15819	5.10321	4.89068	4.28754	4.43483	4.71419	4.97283	5.23683	4.96684	4.78954	424.0591598	413.8939855	389.1555122	381.6689251	406.3821429	394.9679408	403.7283518	429.069657	412.9522457	401.6708148	396.6553456	383.6576806	392.9549377	403.6797141
Tmsb10	9.10548	9.06598	9.03113	9.15458	9.26509	9.27842	9.28933	9.08821	8.90889	9.037	9.1515	9.23246	9.36002	9.41194	17641.28104	17546.84743	18105.44353	18458.64116	17651.504	17169.44235	17346.28432	18092.47987	18372.17789	18130.1445	17410.73974	17002.16208	17138.26237	17856.44208
Tnfaip2	6.06414	7.32844	7.81401	7.19448	6.64603	6.5076	6.51072	6.03645	7.32295	7.70197	7.18174	6.69297	6.61489	6.51445	10.45181624	11.1761769	14.36056639	18.09134686	19.46737017	18.18876442	17.50918451	10.56579333	11.50501022	14.38337681	17.77942017	18.71792926	19.27111279	18.54628605
Tnfaip8l2	4.20233	3.38926	2.77056	2.74248	2.64601	3.05221	3.62061	4.18862	3.42798	2.03528	2.50959	2.90634	3.37367	3.98199	221.2161017	215.5527099	204.7601919	202.9347947	201.8215976	198.9886043	202.4441233	216.7663237	232.4184302	225.6740722	202.2336407	190.331553	192.4559893	192.017701
Tnpo3	5.01414	5.11977	4.94376	4.96498	4.81694	4.48055	4.46151	5.10852	5.08766	4.74898	4.72041	4.75321	4.77474	4.60813	15.96493826	16.51577049	16.65393432	15.84091999	15.32683445	15.01852677	14.65546787	15.79248758	16.13405149	16.12509879	15.77128969	15.8186557	15.30838004	14.96029826
Tollip	4.11696	4.33947	4.3729	4.11013	3.92815	3.98459	4.08275	4.31636	4.23445	4.1644	4.07674	3.98381	4.04232	4.11687	141.2135952	147.0541803	149.850109	143.4700495	146.7473629	148.2858485	145.4109817	147.7776786	160.2357072	149.9520368	138.5843421	140.2420841	140.6720555	146.6767797
Tom1	3.72657	3.62019	3.56454	3.33929	2.94018	3.03834	3.35131	3.79978	3.89146	3.61761	2.86102	2.33315	3.24995	3.82745	107.3463408	108.2422534	111.6921337	109.4978379	109.3895474	111.6973386	114.1807006	108.2326516	109.2572297	115.1807467	112.9394393	109.1466189	108.6141305	109.9376035
Tomm34	4.35561	4.29075	4.20353	4.16634	4.18109	4.13683	4.0934	4.45116	4.3724	4.0815	3.88079	3.9905	4.35017	4.30102	141.0673802	145.8309831	145.7356211	149.1323583	149.8434704	140.7186077	147.4701467	148.6943891	143.8416448	149.2767731	150.9956003	146.9814929	141.4062415	139.1508008
Top1	5.49648	6.11344	6.16528	5.68533	5.39394	5.08142	5.04074	5.4702	6.36184	6.16412	5.52805	5.22366	5.11836	5.11041	66.45839799	64.98405294	62.59083117	61.77149386	61.89158008	60.56896616	59.52859471	64.13504992	64.05389613	63.13472058	63.03843948	62.94314878	60.55028873	59.24771929
Tor1aip1;Lap1B	4.78381	4.84184	5.38171	5.88739	5.93661	5.61482	5.34936	4.8803	4.8694	5.22036	5.82616	5.95758	5.72974	5.31201	40.42439556	42.07299999	44.22011774	44.54104436	44.77842005	47.42399864	50.05419893	40.89402596	42.39325211	43.18630673	43.85770618	45.19695316	48.47200637	49.89807039
Tor3a	4.47206	4.22406	5.26604	6.04889	6.07139	5.89243	5.6966	4.48988	4.37351	5.24711	5.99314	6.08574	5.82236	5.65972	30.60456596	30.15108611	31.61151947	31.95894705	32.38071615	36.67502151	39.52518808	30.7423026	31.22134661	31.77844614	31.9975059	32.13238288	35.96429971	38.25493614
Tpd52	4.81977	4.69518	4.6499	4.55846	4.38838	4.38002	4.56301	4.75662	4.82573	4.73547	4.51122	4.40006	4.34787	4.47776	947.5574906	929.6432973	931.5506415	865.1458437	832.306697	841.1540948	865.092032	922.9027177	926.3406718	896.2443251	893.2010888	864.4480239	827.0850669	876.5507045
Tra2a;AK076606;mAWMS1	5.24542	5.38476	5.67429	6.10505	6.08823	5.44113	5.19301	5.2156	5.34753	5.67849	6.14653	5.98724	5.47529	5.28124	57.33822891	59.63844476	60.71700757	56.71919072	60.67311341	67.32991769	66.56741418	57.73832089	58.87652036	60.96114435	58.53305102	61.43940823	67.18542551	64.48043221
Tra2b	5.3736	5.37185	5.3453	5.40086	5.27433	4.90592	4.81191	5.26931	5.64104	5.36557	5.17813	5.12484	5.00869	4.89619	206.731048	198.8998146	197.1658323	202.7843428	195.7309948	192.8654228	191.9748895	208.9161025	201.7930443	205.6961933	199.9203203	201.2538505	191.1247063	180.2248406
Trabd	4.01676	3.79437	3.66869	3.69982	3.85415	4.00082	4.03415	4.11109	3.99646	3.77979	3.76683	3.78071	3.84624	3.78766	9.207665362	8.828239327	8.596882514	8.497079252	8.716759703	8.859594519	8.314341278	8.925198726	8.970934002	8.604839302	8.597485538	8.734419997	8.743389139	8.377499544
Trafd1	4.51194	4.36403	5.04505	5.78507	5.87725	5.69471	5.5733	4.40635	4.40032	5.04241	5.67902	5.84305	5.79169	5.6885	22.53392407	22.60579071	22.5747016	24.0191943	31.71153919	39.32564321	40.15994882	22.24331333	21.94597136	21.95787517	24.23075416	31.78842485	40.73775943	41.72865884
Trex1	4.29938	5.23125	5.95501	5.89374	5.7779	5.75904	5.68618	4.32926	4.87238	5.86634	6.08955	5.91583	5.764	5.76514	82.37700441	85.76397595	92.97452411	93.98911678	106.6866234	133.8399557	143.0433815	79.97849676	85.25258605	89.25240088	93.253215	110.7088318	137.5658501	146.9354144
Trim25	3.87732	4.09152	5.13418	5.48509	5.3603	5.41108	5.5052	3.88256	4.2397	5.15384	5.49769	5.33285	5.33336	5.4247	42.14439148	37.80459879	36.22669303	38.44926118	38.61191963	38.30162167	37.39035181	42.52383935	41.14316936	39.58728317	35.64771562	36.03714676	38.2591398	37.89503302
Trim28	4.15478	3.9069	3.60634	3.36142	3.43604	3.5508	3.59781	3.97527	3.78946	3.57626	3.51062	3.57476	3.59931	3.58842	115.3160272	115.3344292	118.6514884	120.1852868	117.33142	115.1474689	117.4149631	117.3806464	124.8506664	123.2399565	115.8149246	114.8215779	111.7864385	112.3562345
Trip10	3.95196	4.10628	4.60886	4.49541	4.21685	4.15958	4.1989	3.88447	4.17984	4.63619	4.70404	4.30965	4.0231	4.00054	25.33894032	26.53031938	26.46055502	24.29347107	23.07746722	23.03810885	21.92878208	26.01261564	26.02048769	25.57512014	24.13916337	23.54695397	23.54537453	21.88024866
Trip12;AK032919	4.19295	4.3149	4.39687	4.53916	4.63104	4.63847	4.65237	4.28331	4.34387	4.45098	4.52929	4.56587	4.68444	4.508	6.725578403	6.948592932	7.144169938	6.952518838	7.205254619	7.71765184	7.363404412	6.864064621	6.934581823	6.912821625	6.923711016	7.305068965	7.733838677	7.754254198
Trps1;Mir1907	3.67869	4.46392	4.25766	3.73062	3.24675	2.72478	2.82548	3.62467	4.19203	4.08229	3.52677	3.25907	3.32579	2.91727	1.099822602	1.054312494	1.081067942	1.129408096	1.147213161	1.157817499	1.146539527	1.061282319	1.100861121	1.170245649	1.108748353	1.077494127	1.125421591	1.174328
Tsc22d3;Tilz3b	3.64381	2.69138	2.355	2.19021	2.22646	2.71498	3.24223	3.54962	1.91869	2.40848	2.56852	2.27833	2.8428	3.4976	3.802475504	3.761061773	3.271372554	3.109870316	2.820282081	2.244020791	2.108715111	3.816840058	3.895010097	3.550390096	3.025388501	2.708035052	2.23697349	1.968712472
Tsn	4.77589	4.73365	4.44858	4.36146	4.3129	4.14222	4.14904	4.84017	4.59249	4.44656	4.39095	4.31429	4.24103	4.09825	131.1920676	132.373192	129.7054898	128.9542175	125.2145262	121.8356726	121.4901385	123.7672628	132.8538491	133.4966141	127.7994534	120.8322689	124.8723209	127.0837006
Tssc1	3.35085	3.27784	2.92553	2.91625	2.93895	2.77378	2.8519	2.9901	3.61364	3.14969	2.62009	2.96994	3.02397	2.66768	29.27080364	27.96102	27.14185787	26.35131357	25.65462385	24.76267352	23.19036985	27.57664554	27.73331326	27.61001779	26.33866564	25.15381078	24.75614522	24.8280255
Ttc7	3.93727	3.68772	3.41979	3.35916	3.51898	3.62093	3.55482	3.96869	3.91266	3.37556	3.15776	3.53386	3.72828	3.42186	5.072432689	5.135739244	5.164859109	4.716488872	4.368821305	4.125130752	4.201569574	5.186849227	5.253103042	5.164220033	4.769572523	4.461393079	4.104499855	3.899248466
Ttf2	2.53229	2.42699	1.70768	1.36912	1.30022	1.23736	1.29589	2.54352	2.48483	1.51266	1.23395	1.41061	1.32612	1.35785	1.499506655	1.481557233	1.462785351	1.449705976	1.398343562	1.307412047	1.274721162	1.432641301	1.46284762	1.511250396	1.403782922	1.313554984	1.381196714	1.373426551
Tuba3a;Tuba1a	5.2836	4.97767	4.90011	4.86928	4.97978	5.27457	5.46247	5.07604	5.18593	5.01439	4.98605	5.06266	5.09998	5.32244	224.0990015	221.1846868	219.204091	221.2912071	216.4679162	215.3116535	215.904588	217.2942692	205.1370918	219.2831898	229.2758765	218.3559066	216.2058958	229.3961947
Tubb5	6.91184	6.70956	6.46918	6.19171	6.07401	6.22681	6.34268	6.85525	6.677	6.51211	6.22229	6.07788	6.21434	6.36692	2073.455967	2194.061639	2209.056232	2197.100811	2150.508341	2012.46542	2009.546083	2263.949715	2193.636022	2138.592856	2102.657525	2035.796312	2056.344714	2057.236403
Tubb6	4.70848	4.7301	4.70648	4.60796	4.62806	4.80943	4.91311	4.5164	4.71451	4.84659	4.70717	4.72698	4.78258	4.80938	146.9252206	147.3135793	143.1616027	138.1344494	137.1326203	141.8312571	140.8432589	144.1105354	140.7620785	140.6862843	143.2645559	146.5171226	141.4748412	138.0523984
Tubg1;tubg1;Tubg2	3.24924	3.00667	2.5322	2.11882	1.9287	2.07166	2.18313	3.10081	3.61969	3.03349	1.90908	1.33826	1.88579	2.20331	16.51991753	17.24215038	16.04334224	15.37047312	14.50760124	13.35961356	12.68275523	16.40054253	16.14728304	15.16793562	15.62384558	15.06444349	13.59502742	13.35301373
Twf1	4.32135	4.17133	4.15781	4.20813	4.20807	4.08103	4.02162	4.21316	4.27145	4.37885	4.28874	4.16785	3.94313	3.90618	79.36439126	79.42422325	79.68702489	76.153826	72.81268939	70.70893516	70.46683854	84.59485929	81.71051385	76.24883688	73.41932489	72.58501277	69.34035299	71.61322806
Txn1	7.07649	7.04856	7.22509	7.45651	7.69155	7.85845	7.8552	7.08076	6.86469	7.22916	7.58304	7.77112	7.78637	7.8967	1489.977051	1516.918297	1578.427339	1524.730341	1508.658408	1566.553559	1655.650123	1496.817356	1437.681991	1473.402408	1566.711277	1631.130357	1659.09668	1582.692882
Txnl1	4.6917	4.78252	4.89868	4.78636	4.57481	4.48474	4.44329	4.59914	4.94579	5.1462	4.81454	4.4675	4.31325	4.37567	199.8789167	203.8303547	206.168979	212.3138547	216.8251941	219.3057429	226.4547831	201.8967031	209.8228767	213.4171996	209.5552865	211.5530448	220.597278	219.4250674
Txnrd1	5.32935	5.90645	6.21194	5.87647	5.49517	5.5206	5.72646	5.30003	6.16873	6.43104	5.83093	5.34087	5.38422	5.61065	393.3034264	431.8952	406.4138849	374.8120871	403.5371607	455.127018	461.9056327	400.4977207	399.5316813	385.9435019	410.1963208	434.7716451	448.8489324	447.0302923
Uap1l1	4.90092	4.75112	4.6455	4.46256	4.07591	4.02992	4.25735	4.79965	4.79038	4.74751	4.41756	3.97946	4.07318	4.31557	500.0307544	507.7867944	516.9465499	517.876383	496.5826095	484.1983952	520.0832617	536.4379521	517.0324758	482.8049354	473.1371676	505.5993502	528.7027215	502.3923898
Uba1	4.63778	4.56798	4.61861	4.59764	4.67365	4.94888	5.05792	4.52303	4.56448	4.59858	4.73593	4.90122	4.86853	4.91069	683.3673362	675.8200216	664.6464202	649.109837	634.9494078	673.9282556	692.0441945	664.159938	671.940387	686.4684591	665.4267585	667.0160868	661.4681999	654.0486028
Ube2d3;Ube2d2b	5.42638	5.34719	5.44179	5.48747	5.48842	5.42374	5.33853	5.17267	5.46924	5.66159	5.59607	5.50087	5.25505	5.29804	208.5701789	198.2299596	190.4439923	188.5821465	194.2826673	202.138223	209.5371332	200.3892548	204.6044112	198.0607754	191.4896064	184.6529643	204.1134314	203.6384921
Ube2g2	4.43739	4.28449	4.11141	3.90913	4.03672	4.33987	4.47977	4.39214	4.2133	4.22596	3.98959	4.11246	4.30159	4.36374	64.26610171	65.22946812	66.25158262	65.73819265	64.80677545	60.87306922	60.11399485	65.91309501	70.1063916	66.15003367	63.17967457	62.20523712	58.33954117	61.89618833
Ube2i	5.26853	5.21633	5.1225	4.97458	4.91132	4.8886	4.84018	5.17998	5.1219	5.14348	5.0791	4.94831	4.8635	4.88576	537.4893329	536.7008804	546.1038483	525.1339773	502.0864517	504.252594	503.875106	519.7564727	531.4309382	550.0569979	550.8943362	525.4921152	495.0127837	484.4792183
Ube2l3	5.44083	5.29727	5.2536	5.35731	5.39892	5.43344	5.40743	5.38318	5.35605	5.30047	5.29137	5.37494	5.43184	5.45095	168.3329063	167.5148331	164.3867529	163.6143381	160.2884087	156.9076254	156.6755671	172.0798745	168.1292567	167.9374423	162.2022074	160.8723807	154.5556931	153.7198258
Ube2m	5.67289	5.55213	5.57523	5.83441	6.01857	5.99557	5.90166	5.7002	5.49249	5.59318	5.80687	5.91571	6.04516	5.99685	248.1959043	257.1433478	248.4313095	230.6388831	220.5832213	227.1383823	225.3144907	233.7683238	251.4855985	237.3313889	225.5079942	221.7689568	227.5710745	250.7588269
