Gene Group	R1 LPS 0h	R1 LPS 01h	R1 LPS 02h	R1 LPS 04h	R1 LPS 06h	R1 LPS 09h	R1 LPS 12h	R2 LPS 0h	R2 LPS 01h	R2 LPS 02h	R2 LPS 04h	R2 LPS 06h	R2 LPS 09h	R2 LPS 12h	M/L LPS R1 0h	M/L LPS R1 01h	M/L LPS R1 02h	M/L LPS R1 04h	M/L LPS R1 06h	M/L LPS R1 09h	M/L LPS R1 12h	M/L LPS R2 0h	M/L LPS R2 01h	M/L LPS R2 02h	M/L LPS R2 04h	M/L LPS R2 06h	M/L LPS R2 09h	M/L LPS R2 12h
Ccdc50	4.77147	4.96318	5.15744	5.26753	5.36329	5.26883	5.08906	4.89148	5.24473	5.12269	5.18294	5.25188	5.20377	4.9833	56.58671389	53.11622941	52.25543141	53.09187424	54.97178734	52.84262749	49.37695479	55.73239566	55.39837785	55.57766114	52.52832305	50.95293644	53.00673388	54.83644796
Ccdc72	6.87339	6.77659	6.68955	6.73345	6.7119	6.59861	6.49145	6.88016	6.83867	6.68624	6.58473	6.59991	6.68761	6.59764	483.5537974	463.5604792	428.6994761	408.0957203	388.5074901	359.0507099	337.5846044	478.6358955	485.1592398	479.4164351	411.0160775	365.4832581	342.2086926	328.1309497
Ccdc86	4.06752	4.31329	4.53	4.72898	4.70855	4.48864	4.36749	4.08698	4.30624	4.40804	4.63611	4.7449	4.6247	4.3975	18.60349895	18.50843504	18.91483727	20.80524834	22.89959713	25.63394934	26.28297722	19.00712225	18.95292705	18.88587398	20.45998692	24.03203733	26.5430741	27.15948229
Cct2	5.25207	5.25796	5.21927	5.00627	4.77552	4.67939	4.7049	4.92362	5.27236	5.35636	5.1009	4.82601	4.68564	4.7305	690.3831674	708.6682633	690.4745801	691.8411927	699.9887408	711.8138027	692.6486489	736.8553134	698.3261879	666.4850026	695.0680859	708.6287281	683.4741969	700.0392871
Cct3	4.97689	4.98284	5.17539	5.21331	5.138	5.16004	5.17829	4.98819	5.05748	5.22455	5.28556	5.29024	5.08683	4.89192	729.4568645	675.2495792	669.9131059	695.3568274	675.6425289	658.4765674	663.1286568	697.9149255	697.9836538	693.9235377	687.9322181	692.5222155	649.2963824	647.7615913
Cct4	5.16488	5.10478	4.99982	4.7117	4.59459	4.73318	4.82623	4.98594	5.09297	5.04814	4.90345	4.79391	4.66508	4.64568	574.913963	591.6641025	591.3006393	595.4393599	586.9996433	546.8909496	544.7113443	615.8481284	593.9782376	576.8078514	565.5924	552.4283261	554.1880828	572.7800309
Cct5	5.49904	5.43252	5.35857	5.13784	4.86824	4.79973	4.76219	5.46974	5.48494	5.30624	5.0426	4.81306	4.83157	4.90997	770.8621484	786.9525968	757.713122	735.6468153	750.7496507	731.6105387	741.1854351	754.0830828	744.1317699	760.6918448	760.6043205	763.8916663	733.2760673	754.4767402
Cct7;AK153821	5.02467	5.1112	5.07813	4.89365	4.72149	4.68145	4.73016	5.12647	5.20087	4.95701	4.64788	4.67401	4.82929	4.80523	799.171687	807.839255	795.671471	783.3740805	769.9493004	767.6414912	784.5142269	805.9986176	782.9961524	797.6366032	805.0026976	788.3117997	766.2240551	762.7642093
Cd14	5.51188	6.7889	7.25019	6.88344	6.49362	6.20379	6.19021	5.45625	6.46383	7.07434	7.00218	6.69976	6.31253	6.31315	67.18602743	68.58507758	81.55413315	104.9343884	122.4492455	136.245493	133.5187188	70.10313524	72.62399888	80.50565504	104.1452006	126.4079342	137.4764159	131.2844641
Cd177	1.66163	2.6709	2.61516	1.705	1.13029	0.970279	0.706809	2.56474	2.28021	1.77122	1.61013	1.97159	0.819789	0.442391	6.237408774	5.980410442	5.562426951	5.066175046	4.729164833	4.179757055	3.690145647	6.158858468	6.09045236	5.603403685	4.994960161	4.720263923	4.107561797	3.782850231
Cd180	3.85544	3.75469	3.94507	4.07992	4.32499	4.50721	4.24941	3.63081	3.72262	4.18595	4.47786	4.60191	4.16252	3.93507	26.35567509	26.81706567	26.35083536	25.66827101	25.17868029	24.15855522	23.67646954	26.42201787	26.78402329	26.38731048	26.16767884	25.10280276	23.96545916	23.66649437
Cd274	5.35658	5.87508	6.4873	6.70763	6.80902	6.88437	6.88151	5.39528	6.17523	6.56451	6.67733	6.72966	6.73915	6.72032	12.25961574	12.24586707	12.12141535	12.40580976	14.27757477	18.60711572	21.02670466	12.27722804	11.96676101	12.12957532	12.9568324	14.3456803	18.35548998	20.48765839
Cd2bp2	3.4357	3.63313	3.54604	3.16054	3.12304	3.17315	3.32441	3.54106	3.61484	3.29428	3.01928	3.21554	3.35986	3.35116	21.94093631	21.94808923	21.65302213	21.67100839	20.77983487	21.18319854	22.20217585	21.83569012	22.66672384	22.46960897	21.36421531	20.97035288	21.47558667	21.05368536
Cd44	6.17514	6.56537	6.65115	6.43266	6.15061	5.73955	5.55673	6.14855	6.36405	6.64542	6.41942	6.09232	5.89949	5.70196	197.3785797	202.5568935	199.7519134	201.6372879	234.3435286	254.4906358	241.0758954	196.010582	189.5682824	191.4837457	207.7462893	236.4118929	251.9343509	236.8844263
Cd47;AK018679	5.82546	5.90911	6.00171	6.24928	6.50637	6.45593	6.32621	5.86732	5.96505	5.98714	6.20309	6.44958	6.4677	6.33419	72.44773816	73.6464106	72.57727734	68.22272021	64.65270741	66.17843415	69.58483348	72.64555627	71.83505884	69.5455264	67.7841699	65.4362866	68.57951746	71.87356541
Cd68	5.80872	5.47091	5.30671	5.0758	4.81678	5.00412	5.15626	5.4908	5.57752	5.41172	5.21714	5.1489	4.86691	4.9263	459.2133068	475.756198	460.468862	445.4523432	445.3010056	420.8274983	432.5557761	507.9416097	483.1854295	455.8688217	452.8264159	430.3926047	406.5358365	410.9734482
Cd84	5.7403	5.65653	5.16091	4.89682	4.91624	5.0114	5.06309	5.61879	5.58445	5.26309	4.89188	4.96342	5.04195	5.08172	27.95556894	27.99433276	28.69507849	28.3928962	26.24015641	25.17542626	25.25273419	29.28600117	28.21510427	28.17542506	27.12638578	26.14481891	25.75147839	25.21915246
Cdc16	3.65534	3.51873	3.4253	3.26759	3.21242	3.2217	3.16334	3.72358	3.71353	3.35695	3.25546	3.4126	2.97132	3.03099	1.932381031	2.098274152	2.009004581	1.863927183	1.835943007	1.827865776	1.864472609	1.999290256	1.904496562	1.918608599	2.02982047	1.969630723	1.786931378	1.830849761
Cdc37	4.59613	4.61699	4.66202	4.36007	4.02037	4.05742	4.23508	4.68919	4.74867	4.32584	4.24998	4.38136	4.1999	3.95314	316.7917027	299.7098551	293.293928	289.5570029	286.2149843	290.8057521	290.90287	301.2561235	308.5969865	305.1400188	291.7354451	290.706656	292.9863466	277.7410784
Cdc42ep4	2.81676	3.6215	3.49597	2.58174	2.41303	2.9971	3.24744	2.79243	3.47472	3.61002	2.97515	2.65085	2.75702	2.91335	6.216993214	6.289501963	6.316411001	6.299308606	6.540346738	6.778604531	6.6882646	6.163044988	6.403579552	6.239439537	6.202221024	6.444546555	6.746239403	6.902561344
Cdc5l;mKIAA0432	4.66608	4.73833	4.46385	4.41539	4.26571	4.10327	4.26487	4.70602	4.81297	4.33901	4.15019	4.11829	4.37834	4.41269	34.59830535	36.31040813	37.81648528	38.1553748	36.2166377	33.81028407	33.65105095	36.63438368	37.39070306	35.86351284	34.89177864	35.64586977	34.57305271	35.17632259
Cdc73	3.19421	3.17924	3.08422	3.02181	2.70945	2.64718	2.74814	3.40522	3.33235	3.06468	2.82089	2.66622	2.5223	2.77259	6.521330834	6.611809058	6.434779066	5.911481191	5.822573306	5.645624138	5.345202559	6.424362414	6.383592502	6.335516339	6.187826028	6.054535371	5.659404534	5.254013147
Cdk11b	5.37651	5.71434	5.72239	5.46805	5.09579	4.81989	4.97519	5.46058	5.76689	5.4782	5.25198	5.02497	5.0452	5.14436	6.898327651	7.190725311	6.995731018	6.746337845	6.747431031	6.554988574	6.542679607	7.457810445	7.329456726	6.789273067	6.543244925	6.49568273	6.597896036	6.462954061
Cdk6	3.17358	3.7208	3.94942	3.77426	3.379	2.97891	3.04557	3.40418	3.48898	3.72566	3.68148	3.30227	3.20625	3.21273	7.804146513	7.674566474	8.038601321	7.752019241	7.363814913	7.232408878	6.935525098	7.428563875	7.630516534	7.969142713	7.705465594	7.332645191	7.302006754	7.328824261
Cdv3;AK048941	5.19265	5.33602	5.34456	5.18404	5.0589	4.93208	4.91002	5.1454	5.34183	5.48576	5.29654	5.06776	4.86697	4.75403	153.3159801	147.5080543	142.8945265	144.4544749	147.4413394	149.6544953	152.2973068	153.5355663	149.25254	151.0251727	147.7141045	149.8729601	147.2476217	141.6417458
Cebpb	6.70318	7.15084	7.11271	7.1429	7.23408	7.28868	7.3473	7.00505	7.09294	7.0311	7.01654	7.15631	7.38471	7.29303	125.0038839	121.3876541	123.5698363	140.638732	164.660027	198.1326668	198.4219313	122.3077165	123.9531374	128.454429	145.7414119	165.0239161	190.2907056	189.6621723
Celf1	3.82562	3.92348	3.90991	3.89007	3.97317	3.9317	3.89737	3.75741	3.8118	3.93104	3.86612	3.9259	4.05707	4.002	33.92790259	32.24066669	33.44012936	33.06763553	31.27689136	32.19107203	33.5147987	33.56373099	32.66762589	34.25003364	34.82222677	32.91136813	32.08315492	30.28024167
Celf2;Napor-1	4.55173	4.65866	4.35994	4.04005	3.9675	3.752	3.49523	4.4771	4.40097	4.22868	3.94155	3.92031	4.03165	3.82483	256.6656507	265.8560425	258.9148552	242.19981	242.4271889	229.8712371	218.2414309	247.9533685	258.2057606	258.6457108	247.6103406	238.435938	239.0234863	222.5706265
Cfl1	7.96855	7.84392	7.85856	7.80088	7.72995	7.75184	7.74075	7.80893	7.87217	7.97691	7.9328	7.8145	7.61447	7.67467	9244.859786	8939.176445	9669.259238	9880.158809	9584.568687	9568.84326	9868.521864	9710.218986	9847.591654	9637.457505	9314.041128	9301.512439	9561.861162	9381.318293
Cggbp1	4.41249	4.36973	4.50618	4.66051	4.71434	4.55783	4.43344	4.19443	4.28057	4.55109	4.77384	4.81602	4.59853	4.44005	29.18871911	29.69814363	29.04254471	30.18365407	33.4412864	35.47884174	34.78640226	30.73879419	30.4207456	29.45099567	29.61313999	31.69999821	32.74937963	34.42827495
Chd4;mKIAA4075	5.32069	5.65835	5.6612	5.30771	4.95547	4.93274	5.09135	5.42082	5.71414	5.38677	5.14336	4.99504	5.16172	5.10566	39.39632103	39.30793695	36.83822761	35.56565187	35.19180909	35.26204437	34.0462396	39.64588023	38.6330056	37.38069384	35.47767878	34.45074653	34.70166034	34.91618804
Chmp1a	4.5403	4.32643	4.2554	4.21947	4.40817	4.6384	4.71912	4.52036	4.44613	4.29043	4.22288	4.4705	4.59416	4.56283	170.1618866	157.9946306	154.2233543	152.1808893	148.0949412	145.3289088	143.5691431	160.1781705	157.0436214	150.1190716	146.7713483	154.2401351	153.0837091	146.3887592
Chmp2a	5.55629	5.52718	5.64739	5.77538	5.70826	5.70059	5.70325	5.50632	5.7106	5.58711	5.68661	5.78976	5.71868	5.61925	27.65389957	26.95236194	25.77481021	25.57529249	24.29085244	25.61791771	26.90478699	26.76792613	26.72067955	25.66134939	25.24479232	25.93225914	26.17904922	25.9441531
Chmp2b	4.92842	4.80333	4.82436	4.88131	4.88609	4.76895	4.63224	4.92999	4.8909	4.86489	4.84415	4.80798	4.73137	4.65542	70.52324248	69.84597548	65.91226339	65.00167624	65.74266492	67.44177989	66.87723766	67.27544903	67.39211682	66.91163472	67.39272439	68.56575806	66.89132654	66.43275358
Chmp4b	5.88225	5.85266	6.03193	6.34454	6.58088	6.61628	6.49645	5.82492	5.81963	6.05586	6.40427	6.59309	6.58315	6.5241	435.5458901	419.6785567	404.3653695	412.5571109	447.1952452	482.6824635	480.9376459	416.0848082	429.4511075	427.9306815	414.1726033	421.8376536	478.0101608	496.666037
Chmp5	5.26067	5.19416	5.2871	5.43322	5.73469	5.83867	5.75384	5.3064	5.24038	5.32531	5.47613	5.66808	5.7589	5.72716	177.3349716	172.5420425	166.9787594	174.1085997	177.8196267	173.2703067	174.3275347	175.4723843	170.1433233	170.9729279	175.343585	172.9504205	177.505069	174.5097419
Chordc1	4.41272	4.31068	4.13552	4.07498	4.09429	4.20842	4.27502	4.36303	4.25371	4.1094	4.10023	4.18066	4.22585	4.27875	53.0995657	56.0974728	56.60064723	52.31256589	49.98567759	48.85437277	46.7996169	53.41699609	54.03625676	54.83203395	52.85645223	49.40189683	49.08503433	49.69656817
Cisd2	4.41604	4.30325	4.16642	3.87385	3.70541	3.80552	3.92786	4.37751	4.17725	4.19678	3.97392	3.83272	3.83218	3.808	14.09765887	13.78131562	13.65283737	13.6128312	12.77107926	12.12233059	12.38548599	13.78993762	14.52451708	14.06003189	13.4929337	12.49259183	11.93916384	12.37800378
Ckap4	3.84482	3.99484	3.71009	3.30644	3.08362	2.98896	3.06046	4.11716	3.83013	3.57938	3.23256	3.13641	3.19616	2.89744	42.60137475	39.65425628	39.66476729	40.44302768	38.31198226	36.8687597	37.54923968	41.00285141	40.61541553	41.24339739	40.23736594	39.11338592	36.41145579	36.41959516
Clec4d;Mcl	5.29166	5.83843	6.14548	5.99893	5.77324	5.68419	5.78996	5.29685	6.05995	6.24209	5.905	5.77933	5.55429	5.68437	5.324013531	5.720075028	7.945719082	12.08660579	13.84565886	14.64350269	15.08446345	5.400270966	5.892946053	8.399939848	12.1893782	13.74468482	14.99332413	14.53977634
Clec4n	8.13948	8.17069	8.11947	7.7817	7.4189	7.32638	7.5144	8.03025	8.04791	8.0802	7.79457	7.54734	7.395	7.57574	96.4431461	102.2799718	100.2117318	92.6034463	83.89689552	73.90059297	70.62891674	98.48111372	96.64195646	95.86833046	91.94496144	83.58028121	77.39143663	75.89820043
Clic1	6.4558	6.39389	6.34157	6.23475	6.09279	6.01714	6.06709	6.31179	6.24355	6.35331	6.29277	6.20106	6.07685	6.1237	2205.602876	2258.904889	2267.145614	2345.549371	2331.711062	2226.938488	2268.191246	2336.675616	2327.581779	2253.57196	2189.856313	2160.089793	2276.479167	2365.687828
Clic4	5.53449	6.15463	6.9398	7.22912	7.29461	7.11286	6.83069	5.39253	6.07646	7.02962	7.42277	7.39801	7.00144	6.77537	595.9326474	621.8863684	621.9053069	666.2511265	786.8631239	953.3146048	936.4785442	598.808266	599.3660951	609.5151869	650.6076354	783.2858426	942.5629619	983.2117294
Clip1;AK140543	3.80155	4.01213	3.85805	3.72942	3.57651	3.46565	3.56591	3.80069	4.24654	3.90095	3.46185	3.49922	3.6082	3.49176	10.02302407	10.17524491	9.780774368	9.60859813	9.92840538	9.829213607	9.984907479	9.977317384	10.32497854	10.10299433	9.46014409	9.178757856	9.570411336	10.58703776
Clns1a	4.35637	4.15505	3.87839	3.66552	3.58401	3.62205	3.65083	4.44891	4.17611	4.06184	3.64608	3.46303	3.6149	3.50136	85.26626707	83.89039889	79.11099204	77.02273761	76.08353096	80.0883714	79.51077465	86.70547904	83.4251588	82.68711082	80.78572136	76.73815767	75.7734253	75.55389726
Clta	6.96494	6.93839	6.82785	6.8088	6.8431	6.86742	6.85485	6.96269	6.88827	6.85472	6.78743	6.83203	6.87312	6.90709	1405.832824	1398.864934	1381.236146	1361.929874	1345.666591	1397.591842	1403.11872	1395.360589	1326.605662	1294.740376	1358.130337	1432.696298	1437.099222	1452.57645
Cmc1	4.14077	4.02569	3.90238	3.955	4.03267	4.09197	4.19891	4.28588	4.33827	4.08717	3.69736	3.82146	4.02217	4.09505	246.3987296	233.2333975	216.5903125	218.379798	222.2422091	212.7341432	202.0254434	238.9440802	245.4208764	240.8082298	227.1232039	211.3193048	199.7532023	193.7413908
Cmpk1	5.2569	5.14305	5.1361	5.20091	5.36812	5.30864	5.1015	5.2002	5.0424	5.24302	5.37609	5.35806	5.16648	5.12898	774.1109144	795.1303052	765.5278243	736.0617641	749.1793465	766.5756212	773.638198	779.2618608	761.9688077	752.5162315	730.7824414	738.152564	789.5559243	809.4231954
Cmpk2	2.35543	3.32503	6.17397	7.60058	7.69368	7.37808	6.98441	2.09987	2.59656	6.16396	8.04985	7.96685	7.49231	7.14178	185.1446261	185.4907314	178.4067872	185.2550721	237.3553776	342.6187874	381.7571234	183.4043993	177.8692087	181.8012811	194.8534436	248.8654364	342.2729089	370.4071865
Cmtm6	5.19081	5.12034	5.13607	5.47433	5.72936	5.49605	5.30413	5.1333	5.01173	5.11696	5.55048	5.78096	5.56379	5.29387	37.48464158	37.94010069	36.05797635	37.62547179	38.04151224	37.80855142	38.34219674	37.42373976	35.52729258	35.3133622	39.5448005	40.37155902	38.68618298	36.30243892
Cnbp	5.47205	5.548	5.33385	4.88015	4.73151	4.82306	4.9176	5.32839	5.60288	5.54238	4.92194	4.77873	4.71355	4.81835	838.0554326	869.9740216	836.3514879	810.1727059	825.6036268	806.9183488	835.1633838	837.2654232	856.2762664	847.2214875	866.0564656	830.6196369	786.0688651	803.701996
Cndp2	6.15591	6.19845	6.29073	6.33228	6.33612	6.42759	6.46604	6.18087	6.26368	6.28244	6.2368	6.29735	6.47691	6.46908	1775.713283	1788.164417	1807.277903	1761.825171	1718.185011	1603.902843	1657.910023	1714.407547	1826.06931	1741.691767	1682.603431	1689.5474	1690.208876	1773.153392
Cnn2	5.03581	5.03126	4.86834	4.5425	4.30983	4.57067	4.80537	5.0359	5.22006	4.75178	4.27323	4.26403	4.64831	4.97046	138.3533252	139.7622086	147.4636315	140.857115	130.4017654	124.717995	116.2444815	138.8810672	138.9073464	137.9784438	137.2770594	139.1994986	127.1611729	117.1453132
Cnpy2	4.45669	4.25442	4.09656	3.89796	3.72188	3.76015	4.03107	4.0787	4.02297	4.30879	4.12233	3.78091	3.85668	4.04836	340.8046053	326.4025408	310.0211978	307.79034	304.0591613	290.7231792	274.3980427	315.5615574	309.7680233	325.0769269	325.0261736	297.2447244	284.8675658	293.6235986
Commd2	3.40841	3.22676	3.0447	3.03363	3.01427	2.8709	2.74932	3.2263	3.12697	2.8682	2.92257	3.22509	3.08774	2.89111	61.47271331	60.9802707	59.08086492	58.92435892	56.6079294	55.65502287	58.26492523	61.73200039	58.9174083	57.98055861	57.79690588	56.64482771	58.51900758	59.41202197
Commd6	4.50232	4.21237	3.73599	3.57389	3.90265	4.12833	4.11592	4.21794	4.23708	3.94722	3.77232	3.69365	4.01874	4.28454	71.95072606	72.02433042	73.35741598	76.7172552	74.24351483	67.02012058	62.30551423	71.70664016	70.54781076	76.61837978	75.14560965	72.48702335	68.91203664	63.43724419
Copa	5.23222	5.1772	5.19385	5.16372	5.27868	5.16374	4.937	5.14447	5.09921	5.29023	5.30097	5.27224	5.04658	4.99271	157.5374933	160.2480054	161.2837368	163.1464478	164.1816974	156.6732185	154.56815	163.221976	162.450955	154.7949289	150.489375	159.6257614	163.40326	163.2570575
Copz1	5.98545	5.9532	5.85185	5.862	5.8856	5.8892	5.92293	6.00078	5.88994	5.76662	5.68605	5.82496	6.11035	6.07154	340.842813	336.3907184	321.7178274	337.7475285	338.4309332	323.7749627	327.7596662	345.3897217	346.093446	340.8207582	329.7963956	316.4952177	314.6957959	335.5652283
Coro1a	6.47043	6.46235	6.307	5.69753	4.85226	4.61171	4.93601	6.39031	6.34416	6.14972	5.51271	4.88495	4.90833	5.14711	2880.145864	2979.057279	3030.529062	2998.752283	2980.639229	2981.843111	2869.200008	3077.483667	2998.473977	2901.311452	2911.86601	3067.164598	2971.555455	2799.808013
Cotl1	7.59443	7.55424	7.45481	7.25263	6.95356	6.5542	6.36232	7.41213	7.41187	7.51608	7.33022	7.00596	6.59017	6.45976	6148.528346	6259.834401	5991.762074	5868.227418	6269.843137	6285.949928	5956.967164	6089.303476	6222.946667	6272.44086	5912.047149	5994.656526	6167.647318	6117.042759
Cox5a	7.18042	7.13823	7.06066	7.05973	7.12222	7.04797	6.91976	7.15199	7.12043	7.17176	7.12729	7.07652	6.96337	6.91761	2148.589757	2078.459517	2034.232393	2070.350624	2022.15444	2001.484269	1952.172939	2101.583173	2147.160952	2155.15527	2094.597638	2012.473609	1952.931415	1855.563327
Cox6b1	7.39699	7.39137	7.23142	7.19114	7.19176	7.03963	6.93089	7.37631	7.11873	7.15325	7.25902	7.2622	7.15872	7.04495	2229.317532	2107.796688	2021.716295	2083.667654	2028.265729	1966.464089	1973.851164	2172.766985	2071.155988	2139.469052	2156.067485	2094.452906	1957.536234	1833.437772
Cpd	3.81694	4.01896	4.24107	4.38288	4.57143	4.5279	4.3508	3.89336	3.97921	4.18732	4.37757	4.51046	4.57181	4.39024	3.642385882	3.887469956	4.172999888	4.539438051	5.168103929	6.283386348	6.822686998	3.767797797	3.861339549	4.083554831	4.761883736	5.399191702	6.206305859	6.556548975
Cpne3	3.64674	3.70685	3.88855	4.05101	4.21093	4.0919	3.83137	3.73167	3.62339	3.68494	3.96975	4.23136	4.22994	3.95629	110.9541796	108.3403886	107.9086395	111.7059229	111.6427742	109.3278315	108.2015371	106.1104674	111.2016239	110.9833295	109.7534668	106.5690288	110.4582042	112.8091493
Crlf3;Cytor4	4.94717	5.82313	5.5291	5.32784	5.1386	4.76963	4.67308	4.99828	5.34226	5.31495	5.25666	5.16213	5.13994	4.99434	36.52351734	36.31916866	36.60323266	36.71849585	37.57636483	37.72354445	37.16482151	39.70439159	37.98710134	36.27541622	35.79327511	36.23937124	36.806094	36.30168959
Crot	4.19547	4.76874	3.98638	3.57259	3.58792	3.54392	3.55024	3.8885	4.40166	4.05915	3.64259	3.67471	3.90132	3.63733	7.560433958	7.286479881	7.434032758	7.662353207	7.354582039	6.93469429	6.716789313	7.257326967	7.409751302	7.631835478	7.636629574	7.241305325	6.882351416	6.621792765
Cryl1	3.94613	3.68682	3.4541	3.37537	3.05325	2.59427	2.32382	3.69997	3.59862	3.631	3.31289	3.05176	2.64357	2.49594	34.45363664	34.02830608	35.85868746	35.89427484	34.47065662	34.47956936	33.21756446	37.36092132	35.78387166	35.33366329	35.38253797	33.21769412	32.41891871	33.08525562
Csde1;mKIAA0885	5.8182	5.8534	5.8569	5.91413	5.9721	5.93958	5.96054	5.82292	5.84563	5.83598	5.7464	5.87612	6.12907	6.05872	58.42239204	56.49640095	57.95955	60.89925446	65.21256957	63.5652485	63.84674832	58.6920785	58.82251823	59.95798752	59.80648978	61.88956687	63.71605424	62.68597936
Csf1r	5.55309	5.32691	4.96314	4.35612	4.06175	4.4122	4.74591	5.21257	5.1977	5.01455	4.57749	4.42523	4.37603	4.61555	18.74294099	11.72563451	10.08857604	10.84501692	11.39447846	11.94392891	13.13008224	16.85029639	10.9021118	10.25478616	11.37136987	11.37708471	12.20824581	13.64531699
Csl;Cs	5.43105	5.40297	5.43181	5.27231	5.22798	5.22074	5.15988	5.27289	5.33015	5.46319	5.3577	5.29639	5.24348	5.18293	870.3659061	850.7575813	849.8160529	904.2297311	895.5325153	842.4900694	822.1626202	866.3509995	908.2423294	913.1572818	854.1079441	844.1401966	833.9142946	819.6414014
Csnk2b	6.01474	5.91678	5.98484	5.96868	5.94289	5.95291	5.81384	6.1238	5.93486	5.87111	5.87465	5.88136	6.00894	5.89994	120.6667392	118.1662762	119.3501758	120.2675407	120.3194655	118.4173881	117.2944338	114.0247977	121.7322714	124.2387398	121.5688394	121.3444364	117.7842508	114.0238568
Cst3	7.88022	7.98917	7.98438	8.0077	8.04195	8.10274	8.07464	7.91369	7.62396	7.73687	7.95564	8.16272	8.327	8.36091	51.91042003	45.13976108	50.32801029	56.03228616	59.35834366	64.74888427	66.48736274	58.00902955	46.00460847	48.69384887	51.82315667	57.60127024	67.46681408	67.57484359
Cstb	8.00601	7.90584	7.87898	7.99128	8.12865	8.17087	8.15367	8.01701	7.84942	7.92901	7.99778	8.07143	8.1341	8.23654	1542.130094	1527.041851	1434.291751	1482.688903	1519.509294	1511.706706	1556.083178	1525.377194	1484.023192	1459.010976	1598.590229	1538.024257	1431.257528	1551.527053
Cstf2t	3.49619	3.46886	3.2462	3.15113	3.1203	2.90803	2.87048	3.50066	3.17781	3.1687	3.10698	2.98551	3.12028	3.20126	29.26333516	29.66691844	28.93152373	29.79239642	27.85823007	25.26891444	26.31925892	29.07305666	28.675535	29.17244186	28.09895827	27.7976868	27.26976175	26.67528091
Ctbp2	4.32222	4.18109	3.85891	3.78714	3.83825	3.62815	3.54703	4.24683	4.20752	3.92435	3.76774	3.7925	3.60101	3.62286	19.34684128	19.51526146	19.01419189	18.82628135	18.40604773	17.60782913	17.50719522	19.16454729	18.58894487	18.64632689	18.38539803	19.10304473	18.92668432	17.31186757
Ctdp1	2.61177	2.40845	1.97738	1.83878	1.90373	1.96692	2.0953	2.47294	2.59955	2.07335	1.49657	1.76766	2.18858	2.20368	6.38539047	6.74166781	6.564536379	6.313246683	6.299840708	6.157083373	5.77369497	6.157477352	6.479010529	6.703895077	6.325528506	6.169167669	6.13282623	6.247397641
Ctnnb1	5.3136	5.16932	4.94371	4.85368	5.0717	5.18642	5.18351	5.18773	5.19142	5.20834	5.05882	5.12108	5.04165	4.91293	13.25702009	12.8390035	13.10732062	13.51669066	13.24694934	14.02245003	15.37149501	14.1826391	13.84132695	13.99250157	13.24822086	13.07797916	13.50371421	13.38729743
Ctnnbl1	2.89217	3.02139	2.76111	2.456	2.18181	2.20072	2.39326	3.09634	3.3144	2.59272	2.65747	2.43003	1.65941	2.15609	13.93392654	13.78701746	13.82022258	13.65948472	12.28318263	11.03341675	11.05319544	13.93220518	13.82736279	13.02083931	12.6143903	12.67099828	11.91396238	11.32755025
Ctsa	6.12765	5.98571	5.81925	5.64901	5.49348	5.54909	5.61691	6.03948	5.8201	5.77355	5.68219	5.61492	5.65189	5.65896	696.6229996	687.7296847	691.9472565	686.1681331	673.5289738	649.3855714	634.2392962	732.6681625	726.2199922	666.894561	660.792683	673.0256937	629.7436624	636.0216089
Ctsb	7.30525	7.2346	7.22007	7.23074	7.28799	7.47007	7.55024	7.28035	7.12779	7.2714	7.29956	7.3609	7.45027	7.50869	2087.216121	2053.550222	2071.164404	1982.758212	1936.228198	1977.254223	1939.284979	2080.729319	2158.228814	2137.209	2040.742209	1931.356329	1865.818838	1873.063979
Ctsc	6.60269	6.61643	6.39665	6.16225	6.26154	6.36527	6.35556	6.45077	6.52473	6.4609	6.31149	6.43023	6.30149	6.28077	1215.417027	1243.833237	1172.781468	1170.301813	1169.634446	1125.498781	1104.917649	1149.691256	1168.561722	1183.362691	1178.806835	1169.411547	1146.557614	1176.87905
Ctsd	8.32405	8.23671	8.14714	8.01072	7.809	7.90211	8.10242	8.39495	8.27859	8.0902	7.9579	7.8842	7.92437	8.00194	6537.384533	6780.998255	6747.335638	6377.330719	6359.503389	6398.538644	6283.251618	6680.108198	6920.504231	6979.145115	6728.634963	6278.677123	5915.94635	6063.887297
Ctsh	5.80579	5.57066	5.41138	5.22974	5.07825	5.24006	5.46448	5.64958	5.73496	5.55725	5.23547	5.2624	5.13231	5.2284	635.2060705	685.2192334	693.3019967	655.7056825	636.441117	644.98548	598.7776432	693.0463855	681.3189422	668.109608	634.3428418	616.047357	619.0399625	639.6216602
Ctsl	5.91213	5.94842	6.11026	6.13966	5.92918	5.86366	5.93935	5.79612	5.94819	6.20779	6.07999	5.96608	5.95721	5.88727	437.7592958	450.5001225	454.2979968	451.8429496	448.8051739	422.4740477	408.8888695	419.6162342	465.3956676	468.7632087	442.7387805	438.800937	427.0827169	408.9716417
Ctss	8.86153	8.73979	8.66128	8.60063	8.71397	8.8831	8.96627	8.79065	8.80073	8.78372	8.74113	8.75675	8.72068	8.8329	1297.241316	1299.056596	1333.043751	1313.819603	1312.670653	1341.349986	1321.170841	1400.918783	1321.40745	1276.728074	1301.268571	1348.960427	1330.685348	1250.408658
