ENSG	R1t0	R1t0.5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R3t0	R3t0.5	R3t1	R3t2	R3t8	R3t16	R3t24	R3t30	LFQ.intensity.1_0h_RS1	LFQ.intensity.2_05h_RS1	LFQ.intensity.3_1h_RS1	LFQ.intensity.4_2h_RS1	LFQ.intensity.5_8h_RS1	LFQ.intensity.6_16h_RS1	LFQ.intensity.7_24h_RS1	LFQ.intensity.8_30h_RS1	LFQ.intensity.1_0h_RS3	LFQ.intensity.2_05h_RS3	LFQ.intensity.3_1h_RS3	LFQ.intensity.4_2h_RS3	LFQ.intensity.5_8h_RS3	LFQ.intensity.6_16h_RS3	LFQ.intensity.7_24h_RS3	LFQ.intensity.8_30h_RS3
ENSG00000101557	6.815301586	6.900805528	6.987549135	7.167407032	6.767580965	7.05214957	7.274233384	7.436452137	7.14290834	6.913823606	6.684738873	6.226569405	6.730687124	6.952264262	7.096271853	7.199093044	23.12885211	23.27866724	23.54368512	23.30340619	23.23644462	23.31727569	22.60136638	21.69680626	23.58485793	23.20809501	23.31948249	23.3694621	23.18299985	22.87829943	23.1717913	23.10715704
ENSG00000173145	10.57095924	10.63689162	10.7028284	10.83475215	10.9867323	10.74954768	10.61764714	10.51923405	10.35631219	10.52225484	10.68847317	11.02269356	10.16473576	10.32544038	10.4862744	10.60633906	21.60792626	20.55468627	21.84640094	20.29423483	21.28996483	19.43251336	19.11090126	20.36088994	20.62506668	21.24667102	20.74262852	21.6100011	20.54510022	19.3206948	19.69577882	19.46646685
ENSG00000185304	4.30067913	4.388734471	4.476184362	4.648054227	4.10344414	4.229155607	4.2265096	4.211448332	4.429170493	4.357959266	4.28670344	4.143672115	4.378563306	4.370394893	4.466073301	4.548185036	19.17910726	19.50067074	20.1723103	19.78633026	19.9560301	19.96662937	20.20550214	19.81136842	20.59732515	17.27266623	20.35423216	19.56046345	19.82933563	19.77039935	19.62800759	20.02931419
ENSG00000116171	5.020216752	5.14551388	5.27215426	5.532773214	4.736396851	4.835471245	5.080156517	5.267576726	5.116006454	5.085141047	5.052272357	4.974674457	4.515410688	4.782194679	4.974432722	5.108820159	23.30187237	23.12279956	22.94681634	22.88364116	22.20105062	22.48787535	22.1932799	22.38194845	22.47447043	22.43152923	21.99088923	22.28503302	22.0722818	21.49414071	21.85995784	21.47456945
ENSG00000143420	9.407772075	9.393303936	9.379046034	9.349353047	8.902006244	8.718610149	8.861262115	8.993487746	9.286043131	9.344390033	9.402768468	9.51948359	9.012327707	9.327404305	9.293149519	9.317507398	20.56783356	21.1932799	20.44232799	20.79637871	20.11018761	20.30262554	19.4699478	NA	21.04213227	20.17316472	20.64121211	19.40326589	20.23888051	20.29063988	20.3403891	20.47209187
ENSG00000110880	10.58715358	10.6031222	10.61933967	10.65371019	10.23379184	10.14406881	10.11113058	10.09425222	10.78920863	10.71348114	10.63788706	10.48842382	9.42543715	9.628540816	9.879950984	10.07511474	23.78915152	23.82832479	23.72088049	23.96780813	23.97211036	23.29403846	23.36118453	22.74114765	23.65720067	23.82201526	23.61121756	23.6896585	23.8080364	23.22991896	23.01214096	22.20114038
ENSG00000137710	9.492631353	9.526550736	9.560418669	9.628481925	9.093535677	8.7989032	9.121203415	9.275462328	9.697392281	9.505712175	9.313989962	8.929988039	8.673759116	8.882948259	9.06038099	9.190143663	25.34634681	25.31461616	25.3231301	25.20743234	25.12340754	25.144099	24.58101158	24.40249583	25.08492806	24.5133416	24.83499254	24.90880269	24.72317429	24.53165988	24.24742458	24.33237971
ENSG00000113811	13.01199575	13.34368536	13.67608198	14.34658883	14.78900214	14.36186456	13.70416849	13.1815944	12.97699942	13.36947583	13.76167062	14.54874009	15.08604472	14.52139231	13.63918332	12.94242501	17.52749228	18.80240277	18.73862668	18.33402881	19.17338435	20.2022769	20.33658065	19.18609005	17.96437471	18.23013305	17.81884427	18.38612352	18.99045303	19.42494947	19.39221678	19.32961242
ENSG00000022277	12.32451801	12.31387354	12.30279069	12.2773821	12.25001534	12.28897114	12.24313934	12.2015651	12.51054986	12.42542332	12.34044638	12.17159145	12.50514933	12.41009084	12.29375486	12.20353425	16.82102654	19.41808731	17.58534402	17.66809552	16.96420547	17.04270674	18.0684949	NA	20.00250739	18.72407414	19.0772069	19.64235848	NA	16.23765812	17.72500671	16.94054302
ENSG00000010244	11.10132922	11.11876176	11.13580511	11.16839188	11.54076311	10.69233996	10.86380973	10.85326801	11.25131214	11.15836111	11.06509144	10.8770876	10.43225122	10.69580766	10.86501183	10.98681908	22.4675966	22.50139988	22.30256976	22.46161433	22.54056701	22.69858768	22.41841163	21.77511029	22.81217574	22.78464603	22.21335583	22.58520188	22.06962939	22.00109889	21.80774168	21.6526787
ENSG00000075142	8.811766033	8.736606561	8.661932548	8.514357821	7.774428076	7.499537266	8.509960146	8.835550456	8.378888653	8.415602097	8.452042944	8.525083171	7.462782105	7.898560875	8.379769383	8.734118488	24.42911707	24.17523765	24.05705437	24.30549513	23.80025533	23.78296782	23.12242044	22.20565128	24.72280962	24.4737647	24.90692362	24.544098	23.95836863	24.29523028	23.83730455	24.27334088
ENSG00000171262	5.949121038	5.930276368	5.912204064	5.879997429	5.461308576	5.735722188	6.009742454	6.215927551	5.792486122	5.86459039	5.934807534	6.064201548	5.446625825	5.732497409	5.944292104	6.098834842	19.72951122	21.07763721	20.74213506	21.11438797	20.45292088	20.10072393	20.52324799	19.41847855	21.02870738	20.75914374	20.81675244	20.74927368	20.29457139	19.68090546	21.06730043	19.51735798
ENSG00000168522	11.74131665	11.81935305	11.89727363	12.05327917	12.3056208	12.24202202	12.12623556	12.04128838	11.86356079	11.91895845	11.97444742	12.08651053	12.30500751	12.26172618	12.14418438	12.05485467	18.98153384	19.13523332	19.05526125	18.88405124	17.9537304	17.76487159	17.79829459	NA	20.0053888	19.73203158	19.24799239	19.31586157	18.66691744	17.62135078	17.69846051	18.03429388
ENSG00000171566	10.01594715	10.04643623	10.07637555	10.13308161	10.32660109	10.39223353	10.16670455	9.966712625	10.02190589	10.02604806	10.03014107	10.03774823	10.44357925	10.25911301	10.13130695	10.03632854	17.73760385	17.08379094	18.33066308	16.73317425	18.41084053	18.68215792	20.55590346	18.64628447	20.6575278	20.45593319	20.20395015	20.0380509	19.41946647	18.33573054	19.96592517	NA
ENSG00000100353	12.96616264	12.98391967	13.00134782	13.03495803	13.18638751	13.26919551	13.32804104	13.37384677	13.08843551	13.04642747	13.0045466	12.92123667	13.3056954	13.30603837	13.3046348	13.30410846	22.52336765	23.38152605	23.34813812	23.83768952	22.45853878	21.50567008	22.1417392	20.07848442	23.68827166	23.47308341	23.31672347	23.33701641	22.64638556	22.65219727	22.11308462	22.84180234
ENSG00000143977	14.22230611	14.18066897	14.13994741	14.0623396	13.63897397	13.71618241	13.84860442	13.94824405	14.19867683	14.16377961	14.12889216	14.05896083	13.93577864	13.92008606	14.13051423	14.25637273	18.27580624	21.41714996	19.91543594	21.04280024	19.51641565	18.33551248	20.43165675	22.92422825	20.86007155	21.17797666	21.09667655	20.96993451	22.51845338	21.88143963	22.45362432	21.49017908
ENSG00000170558	12.6913827	12.6535153	12.61583767	12.53985695	12.48757866	12.20569055	11.99595263	11.84887155	12.52897184	12.57788188	12.62674453	12.72520449	11.76563947	11.72781736	11.86137746	11.91279737	21.39225872	20.56569713	21.26745195	20.79962313	20.32344625	19.93732784	20.42797979	20.40020402	21.59968769	21.6350237	21.3193171	21.13964877	21.47891968	20.1354588	20.7581679	20.54726735
ENSG00000204843	7.785229791	7.553668014	7.319039999	6.830520494	6.251867904	7.349749155	7.427447398	7.398312625	7.847264475	7.774114117	7.701246291	7.558950202	8.162344145	7.276394082	6.866813686	6.620735384	21.55800771	22.01767294	21.64174132	22.12606542	21.07385129	20.87882327	21.39754303	21.0429338	22.0142371	21.16306242	22.18256045	22.06815372	21.40867596	21.38358407	21.43817051	21.53805818
ENSG00000133119	9.081867188	9.087002901	9.091399265	9.099108778	9.270401481	8.555493027	8.558693084	8.637621622	9.081380117	9.019837415	8.958282639	8.83503104	7.918350513	8.285324194	8.649885116	8.922868763	22.24138504	21.50605765	22.01270364	20.27161804	20.91364035	21.4331351	21.08160826	21.41178198	22.10578321	21.7429985	21.67180537	21.64640753	20.36538265	20.97477307	21.42085459	20.50668724
ENSG00000015479	6.104479908	5.943487532	5.781894747	5.456259027	5.583785744	5.605582698	5.783990272	5.932331943	6.002651225	5.846274039	5.687677383	5.356549112	5.264301959	5.62794451	5.968452929	6.218269109	25.99483421	26.09406061	26.08399539	25.88054312	25.89379367	25.87495078	25.71481567	25.72353888	26.04090823	25.99683928	25.95087017	25.80420036	25.89430266	25.78922617	26.01410086	25.39145915
ENSG00000103496	10.74291701	10.73280255	10.72208932	10.69861506	11.29841071	11.41295827	11.21667789	11.03663983	10.96108341	10.9217259	10.88270786	10.80471527	11.53628391	11.28572463	11.02988179	10.83856664	18.46347648	18.97261525	18.37763419	15.3385623	16.04567435	17.18978596	18.05833003	16.09257134	18.54958164	17.90642089	18.45551185	18.24181561	18.95634212	16.19051918	NA	17.79353981
ENSG00000205531	8.47336059	8.467981672	8.462964406	8.456621673	7.832595576	7.923347943	8.291185322	8.562679222	8.93196564	8.667540797	8.402758081	7.872323288	7.855052972	8.115838858	8.385521693	8.592084333	24.34075582	23.96013772	24.16007945	23.9457453	23.39152471	23.82143145	23.8811035	23.57934356	24.57629012	24.14452693	24.41892628	24.38521784	23.920435	23.99377665	23.53457171	24.00315964
ENSG00000112695	15.82962907	15.75812687	15.68662466	15.54362024	14.96113243	15.30943023	15.55367071	15.72277218	15.68982856	15.71114303	15.73279085	15.77759743	15.24813422	15.62023662	15.66215804	15.74094626	NA	21.31926197	18.89971094	21.7581679	20.61952506	20.49658075	21.88020679	20.66101258	18.9938561	20.44718011	20.07613709	20.12578173	22.31854502	22.16051036	22.24600408	22.89702042
ENSG00000100911	14.92982951	14.9399345	14.95066177	14.97550318	14.88921854	15.1915853	15.24579965	15.25650764	14.94437825	14.95995619	14.97536852	15.00581858	15.26946966	15.19939022	15.17838575	15.16399951	22.86714147	22.96722767	22.84074643	22.78424663	22.34597475	22.2793476	22.26169668	22.37116511	23.91743327	23.32841307	23.57554017	23.66057744	22.07408004	22.36220176	21.98099024	22.85473677
ENSG00000108591	10.76400818	10.78347467	10.80293184	10.84173087	11.13929985	10.91200017	10.67938077	10.50391625	10.890054	10.87726671	10.86449491	10.83914079	10.88985764	10.83849689	10.76896735	10.71387311	18.92192808	18.20170277	16.7130374	17.29840272	18.38494391	17.4922444	18.13901168	NA	19.09070687	17.92798624	18.17898573	18.11740975	17.73892349	17.86266157	17.2249626	18.23785414
ENSG00000133226	11.80705372	11.85550375	11.90396904	12.00107427	11.5450764	11.45284231	11.52266112	11.59016329	11.59866212	11.58426064	11.5699204	11.54347141	11.33927907	11.40344547	11.43115092	11.4490673	22.18764324	21.50343951	21.92676362	21.26453423	22.39037051	21.44470555	21.81197983	20.76757346	21.19424226	21.28889536	21.0813482	21.93571037	21.36639693	21.53535512	21.47649901	20.81166632
ENSG00000100242	8.444867961	8.41512784	8.384406329	8.321142957	8.204399927	7.888343336	7.779246472	7.673594638	8.879588276	8.587057411	8.293074716	7.698149239	7.882364971	8.013901867	7.990223022	7.988699325	21.33439987	21.48419156	21.69242821	21.12458329	20.75906244	18.80341222	20.35520052	18.32342426	20.5305054	20.68303229	20.66327317	20.57089336	19.78870559	18.19949982	18.69577882	17.67817372
ENSG00000100129	12.54185343	12.45805548	12.37354009	12.2004742	11.85162234	12.20283895	12.47992462	12.68103539	12.41039854	12.28325144	12.15566611	11.89762574	12.40001687	12.57473328	12.65579619	12.70661376	24.24488699	24.09152061	23.89882942	24.1217093	23.42611219	23.4171242	23.15206879	21.8753399	24.53118392	23.96172805	24.38581028	24.26713757	23.39034427	23.65850875	23.39767359	23.99972343
ENSG00000182944	8.082555136	7.862932428	7.643087869	7.199899087	7.558615723	7.843939776	7.766556742	7.674671606	7.434918618	7.414412447	7.393592405	7.34709797	7.048440303	7.317109475	7.579658823	7.746495747	22.53148141	22.56239337	22.23336105	22.49353006	21.9282827	21.99289547	21.38895273	19.80449974	23.29558062	23.40249583	22.844908	23.20049695	22.72350763	22.47659789	22.75914374	22.43560414
ENSG00000071859	11.5806229	11.5157716	11.4508151	11.31960297	11.38270026	11.60551768	11.68748069	11.73150851	10.98911764	11.07987787	11.16881901	11.3321876	11.82570373	11.41336586	11.47268078	11.56194658	20.88315636	19.44641294	20.2319852	19.81654933	20.64235848	18.53537411	20.50562162	NA	21.5951409	21.08453074	21.57195813	21.54627841	20.65656801	20.7985161	20.40020402	21.02445254
ENSG00000145945	10.48259963	10.51268846	10.54277309	10.60292394	9.990311482	10.03227003	10.07738315	10.11158353	10.58955129	10.49704163	10.40492132	10.22397396	9.908491948	10.13819625	10.14867219	10.15692327	20.88315636	19.44641294	20.2319852	19.81654933	20.64235848	18.53537411	20.50562162	NA	21.5951409	21.08453074	21.57195813	21.54627841	20.65656801	20.7985161	20.40020402	21.02445254
ENSG00000206284	8.109335466	8.116497586	8.123607097	8.139848433	7.74988508	7.833886909	8.005353894	8.143179495	8.591522906	8.372542623	8.153169524	7.713727714	8.464013235	8.337583185	8.199949848	8.099902006	21.16631512	18.72184016	19.54960044	19.48922862	19.26661728	20.10559141	19.47010673	19.53552599	20.32443549	20.36506221	20.71531855	19.92027143	18.18935164	19.4944728	18.80668806	20.15041172
ENSG00000100300	15.46481624	15.44209771	15.41966403	15.3760631	15.04463907	15.39918103	15.5877632	15.71164729	15.39648922	15.40221567	15.408297	15.42257813	15.36667974	15.22970523	15.44481142	15.58668031	19.81241863	19.53729045	17.81778312	20.14021068	19.35953939	18.71454739	19.07373364	21.22493905	17.90336408	18.08410248	18.0428136	18.79705986	21.18095323	18.30621303	20.1464394	18.80060293
ENSG00000101843	10.8823493	10.81123232	10.73892987	10.58795364	10.12047947	10.91053187	11.08378751	11.24791485	10.54220513	10.47366711	10.40525304	10.26888598	10.6083763	10.58612328	10.58553676	10.58845891	23.10648626	22.92846344	23.08793282	23.05480434	22.73471293	21.03509978	23.20867553	21.8277629	22.78608293	22.21637879	22.8970943	22.77673743	22.43344078	22.13689852	22.50052487	22.81103909
ENSG00000180185	8.616455833	8.666021547	8.716306226	8.820752031	8.612180397	8.765237971	8.810872283	8.834988932	8.805079665	8.771076525	8.737065347	8.66924276	8.989717829	8.952105115	8.836402766	8.747047576	18.2684689	18.71498331	NA	19.17338435	18.03552941	19.52276924	17.84769357	17.4835324	18.38190622	18.87642702	18.41769596	17.805429	16.25685366	NA	18.69839268	17.3129184
ENSG00000078618	12.68670439	12.66123439	12.63581405	12.58558849	12.63316326	12.69715077	12.73311151	12.75607032	12.63167677	12.60681431	12.58209066	12.53353902	12.85760181	12.82035027	12.74483133	12.68672072	22.0661181	21.58104607	21.7042566	21.91389596	21.44359314	21.39131492	21.47338074	20.16250935	22.45768747	21.94087991	22.44096039	22.15789213	21.35099959	21.64667121	21.31246422	21.29339306
ENSG00000117859	8.139679069	8.229777423	8.319575404	8.498461848	8.48106635	8.074436046	8.184125895	8.080471256	8.210531224	8.197706188	8.184160389	8.153173743	7.573903687	7.965249176	8.030365053	8.065075046	19.49806228	19.242374	17.99562363	18.65648073	18.45723658	18.87270494	19.12484829	18.40507497	19.94005546	19.07600657	19.00653976	18.47349965	18.50781012	18.05520828	18.47812971	NA
ENSG00000090621	11.98697326	11.94642673	11.90587803	11.82475641	11.29779151	11.95382428	12.13084031	12.32992936	12.03108624	11.95377377	11.87630787	11.72077705	12.09217155	12.0933532	12.20291392	12.24399919	23.314789	23.35743066	23.54085075	23.54827913	23.07523953	23.18221187	23.2905274	22.848007	23.58772167	23.10192631	23.58680589	23.41299669	23.41105784	23.11457861	23.41415874	23.40067309
ENSG00000187109	12.94578618	13.04162312	13.13746006	13.32913394	12.69331413	12.93181609	13.17993024	13.36710263	13.20153605	13.27515198	13.34828074	13.49374443	12.98915219	13.15748166	13.21300989	13.24212346	25.69895853	25.55238955	25.59667705	25.74293684	25.57253648	25.55525988	25.24793157	25.26860168	26.33297718	26.1246109	26.39131165	26.3664803	25.77653163	25.65061507	25.75067469	25.80235247
ENSG00000153914	9.772872848	9.796127682	9.819978845	9.871727162	10.73969119	10.70310877	10.21978286	10.00549419	9.589463004	9.669046867	9.74919279	9.913687462	9.396332594	9.586886491	9.781513157	9.927894897	NA	19.78131168	18.89264361	18.41336348	19.31745236	18.16452397	17.63353452	18.91613605	18.97261525	18.96013772	19.21811857	18.45763738	18.1164455	17.13490757	18.42000131	17.41954877
ENSG00000196591	11.16879749	11.16578547	11.16273966	11.15624778	10.63333982	10.85083918	10.99896446	11.10741099	11.29966814	11.23536754	11.17116709	11.04327258	11.15035462	11.17838656	11.19801009	11.21149075	20.15536179	20.41369403	21.35380157	19.85489273	19.52229034	20.08925908	21.42177926	20.09648354	23.10685363	23.01418601	22.5863936	22.72708618	22.42698233	21.82803419	21.90947124	22.35651752
ENSG00000175445	14.03126443	14.06531585	14.10013986	14.17247008	14.04313836	13.40315057	13.23907551	13.15610998	13.97468193	13.95715696	13.93941185	13.90483092	12.87529866	12.99457619	13.22171275	13.40137341	20.16275518	21.47318253	20.40249583	21.11152542	20.91597563	21.4145717	19.33928025	21.57984992	21.81256748	21.52845602	20.63484649	21.56122827	20.78628239	19.666224	20.48905218	20.62479902
ENSG00000175390	12.40885752	12.45779642	12.50620583	12.60310346	12.44569852	12.70216186	12.74618841	12.75422493	12.6895861	12.50610027	12.32193763	11.94981345	12.99040367	12.96625564	12.86548417	12.77888676	23.08817552	23.73500228	23.64636358	23.77866351	22.9788452	22.76411432	22.70127685	22.31218721	23.85062256	23.69529882	23.6719565	23.60512499	23.61054188	22.85821326	23.38929418	23.26627985
ENSG00000122406	16.24127303	16.23453481	16.22774961	16.21364308	16.36434148	16.3643039	16.35669673	16.35030824	16.42194567	16.35588062	16.28974933	16.15768989	16.36336833	16.36963487	16.34397032	16.32693969	25.63466927	26.11111943	26.16292417	26.36284051	25.9655201	25.80769256	25.8627552	25.35427252	26.36628019	26.2521796	26.67290072	26.63796098	26.53977163	26.17632246	26.33919324	26.25841148
