ENSG	R1t0	R1t0.5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R3t0	R3t0.5	R3t1	R3t2	R3t8	R3t16	R3t24	R3t30	LFQ.intensity.1_0h_RS1	LFQ.intensity.2_05h_RS1	LFQ.intensity.3_1h_RS1	LFQ.intensity.4_2h_RS1	LFQ.intensity.5_8h_RS1	LFQ.intensity.6_16h_RS1	LFQ.intensity.7_24h_RS1	LFQ.intensity.8_30h_RS1	LFQ.intensity.1_0h_RS3	LFQ.intensity.2_05h_RS3	LFQ.intensity.3_1h_RS3	LFQ.intensity.4_2h_RS3	LFQ.intensity.5_8h_RS3	LFQ.intensity.6_16h_RS3	LFQ.intensity.7_24h_RS3	LFQ.intensity.8_30h_RS3
ENSG00000142186	13.44290467	13.45117685	13.4594392	13.47604243	13.70549906	13.7056493	13.7056493	13.7056493	13.30561679	13.37201786	13.43846375	13.57159438	14.4284675	13.83060375	13.22894544	12.77681404	19.10123707	19.67598803	19.44566557	19.56861303	19.50533086	18.68678091	19.67793294	18.37920066	20.22057671	19.38896324	19.6109203	20.040996	18.115633	18.7254062	16.68537846	NA
ENSG00000187079	13.11987677	13.18540427	13.25111695	13.38471329	12.88003013	12.66273081	12.69746785	12.75099724	12.61969282	12.62791043	12.63629494	12.65781817	12.26513136	12.4261352	12.34684491	12.26012866	22.52673801	22.77066147	21.67753728	22.51513579	21.68418873	21.32229128	21.61157779	19.00998712	21.0593339	21.74460065	21.48704118	21.73359631	21.26705183	21.52592602	22.31426349	21.04879815
ENSG00000111218	4.875590089	4.806077702	4.736475438	4.597083106	5.548641756	5.228662973	4.927259893	4.704550923	5.040476785	4.956089652	4.871961923	4.701139989	4.769357741	4.74150982	4.829680034	4.907904766	22.92576811	23.07151277	23.4790184	23.54580725	23.19618006	22.92560514	23.61941312	21.15659665	24.28100462	23.4947267	23.63034268	23.7767575	23.89402505	23.20612843	22.9906296	23.40833907
ENSG00000126457	12.46944217	12.43767223	12.40527749	12.33881308	12.29594696	12.17996683	12.11742768	12.05539809	12.87244049	12.74920037	12.62596024	12.37948	12.67893026	12.5726279	12.46750609	12.38888429	22.92576811	23.07151277	23.4790184	23.54580725	23.19618006	22.92560514	23.61941312	21.15659665	24.28100462	23.4947267	23.63034268	23.7767575	23.89402505	23.20612843	22.9906296	23.40833907
ENSG00000141279	9.144070992	9.061811724	8.979837509	8.813851565	8.905893487	9.318870404	9.381793678	9.400460345	8.65122253	8.754700002	8.857768329	9.059799528	8.66499491	8.952183996	9.111480626	9.21975646	24.60189907	24.7858635	24.79600237	24.87984234	24.36572972	24.24474185	24.24706234	23.65501791	25.07328745	24.7645092	25.18586026	25.21578655	24.44113774	24.52169149	24.61178039	24.6412452
ENSG00000167397	7.746289951	7.629089976	7.51202107	7.279515978	7.617189398	7.729604314	7.779770355	7.805812163	7.815336286	7.663082911	7.51083428	7.20609867	8.377447333	8.210134217	8.008855526	7.852773826	19.57808149	19.84699004	19.72027098	18.94438035	19.0833235	18.03606627	20.01903141	19.99396663	19.01064283	19.44251024	19.34451264	18.88804161	18.73512627	19.10827431	19.2500069	19.23696715
ENSG00000110696	12.32303279	12.31357353	12.30525625	12.29422743	12.38094958	12.42985911	12.36182055	12.30094157	12.35756447	12.32092689	12.2843464	12.21209661	12.65411303	12.37396364	12.35767743	12.31154406	21.47640012	21.03335309	22.23882221	22.09361744	21.58952863	18.76775125	20.38753356	19.43628048	21.84091927	21.33287136	22.21791748	21.51696381	22.14662585	21.55716638	20.9643042	21.57149528
ENSG00000074201	13.03910818	13.01162925	12.98424413	12.92944983	12.70896752	12.80829847	13.02021901	13.19179448	13.19243824	13.14470243	13.09703464	13.00206709	13.01070809	13.06558401	13.13839895	13.19557174	20.2648778	20.68560089	21.19928413	20.27252955	20.51931759	20.15992552	21.28008429	19.73948397	20.66752392	20.1383368	21.00990514	19.47502486	20.26143844	19.52374571	20.0019579	20.10840194
ENSG00000134910	9.151127637	9.119137463	9.088440245	9.031196084	8.85906694	10.08608324	10.27027598	10.31829118	9.247355981	9.144701762	9.042327624	8.841583666	10.29658298	10.20204504	9.974495752	9.787011521	17.88679209	19.07381208	19.11532819	19.16900992	19.58756145	19.7342333	19.21026705	21.11572189	19.93061608	18.4297173	18.56759221	19.96493871	19.54209856	19.90709604	20.15251757	20.08964703
ENSG00000110717	14.42107551	14.37121051	14.32093467	14.21852198	14.26065947	14.27375175	14.2893526	14.30107578	14.22233688	14.24808344	14.27405157	14.32517272	14.36574205	14.2348551	14.30126066	14.37750004	18.85878238	20.17791585	20.34407914	19.86659073	19.77301039	18.59696134	19.44238874	18.6177329	18.98956636	19.41676867	19.18192384	19.6043831	19.51223507	18.98673645	18.06112856	18.41199915
ENSG00000101146	13.44189184	13.53443932	13.62695727	13.81301655	14.4233327	13.93345447	13.61488733	13.35239732	13.8314772	13.83158758	13.83153751	13.83099134	13.70068304	14.17432901	13.70879493	13.48978496	21.34397074	22.20916656	22.2682233	22.10945448	21.82481427	21.79090208	20.63396015	19.89844197	22.06864578	22.08802991	21.79740822	21.7240075	21.934775	21.24394332	22.00216398	20.63200829
ENSG00000182919	10.39687631	10.39030171	10.38374745	10.37087219	10.49370764	10.69466191	10.81371349	10.90143647	10.26587852	10.25427679	10.24274165	10.22051896	11.19492291	10.98083453	10.8228595	10.70956466	18.89228785	20.85528825	19.19911635	18.83046569	18.28079795	18.65529312	21.9680719	20.46383565	21.62180685	20.19820521	19.5068228	20.21513481	19.18514644	19.69557495	20.72824938	20.7459139
ENSG00000149806	16.70856167	16.66237928	16.61631324	16.52504101	16.53487471	16.77244718	16.73184493	16.74070375	16.74005846	16.74028038	16.74108114	16.74550706	16.91541041	16.73514297	16.7911846	16.86114617	23.87586482	23.73861431	23.75195179	23.91606678	23.22593935	23.45186509	23.25070957	22.50537933	24.00101297	23.63023157	23.85880134	23.93409108	23.57761599	23.39414446	23.13686724	22.91016693
ENSG00000072133	4.490688136	4.433086553	4.374836109	4.253877139	4.750367412	4.527864584	4.349370019	4.218605159	4.255131296	4.260303845	4.266285195	4.284454577	4.442261263	4.305557351	4.389731783	4.473525939	22.38524417	22.0001706	21.94062904	22.22231734	21.51060386	21.41611921	20.24516272	20.01031502	22.25583194	21.63528946	22.12685317	21.9013177	20.22411476	21.23666358	19.88918606	21.11673738
ENSG00000117676	9.024107931	9.001417276	8.978795592	8.934375396	8.716708447	8.932785122	9.018776043	9.068956817	9.422276463	9.264858255	9.107675806	8.793617534	9.064138717	9.027527191	8.967790485	8.922373705	22.38524417	22.0001706	21.94062904	22.22231734	21.51060386	21.41611921	20.24516272	20.01031502	22.25583194	21.63528946	22.12685317	21.9013177	20.22411476	21.23666358	19.88918606	21.11673738
ENSG00000162191	14.65713438	14.62944855	14.6022847	14.5490648	14.86391351	15.10059875	14.91881929	14.73779467	14.55088704	14.58024305	14.60952341	14.6674401	15.1815891	14.9298755	14.79244112	14.69761762	22.03714608	22.26060603	20.60964047	21.87158493	21.58916285	21.41012627	21.63573229	19.11192015	22.50091383	21.76534924	22.46490765	22.06223591	22.23224876	21.06210413	21.24027892	21.80203193
ENSG00000133316	11.12903175	11.10522343	11.08024583	11.02412135	10.75449694	11.22345536	11.15743979	11.0647092	11.19360558	11.25328219	11.31377448	11.43588159	12.13390121	11.7414472	11.56492223	11.45246898	20.83968974	19.12449495	20.2393468	17.50028172	17.27075157	18.78602708	18.01143475	NA	20.03415952	19.97966522	19.92778375	19.74510968	18.38629195	17.13921158	18.33625375	18.39267798
ENSG00000100926	9.00136838	9.005542836	9.00901484	9.01457842	9.396547441	9.462362792	9.401207507	9.342072205	9.541135917	9.292530646	9.043944906	8.546032782	9.548693541	9.552354561	9.316038049	9.227419358	19.97112813	20.92737868	20.9439227	20.6903834	20.27070595	19.53353126	19.51181055	18.29540126	20.00237004	19.53208573	20.07430874	19.84558193	18.69424905	19.62279898	19.15432368	19.76028138
ENSG00000254505	11.95326234	11.95616978	11.95899095	11.96312669	11.57734452	12.07607067	12.11319604	12.11835141	11.89351222	11.8217387	11.7502078	11.60739815	12.40414443	12.16122732	11.96720084	11.82870222	19.97112813	20.92737868	20.9439227	20.6903834	20.27070595	19.53353126	19.51181055	18.29540126	20.00237004	19.53208573	20.07430874	19.84558193	18.69424905	19.62279898	19.15432368	19.76028138
ENSG00000183856	11.76306411	11.71322621	11.66364451	11.56484055	11.37960461	11.07514785	10.89271837	10.75454384	11.71635589	11.72882637	11.74160173	11.76878118	11.43741386	11.30208597	11.13615187	11.0161733	21.7551549	21.73508494	21.44480663	21.24927783	21.22081285	21.90668512	22.04683492	20.30117464	21.47546034	20.22517448	20.37877746	20.56968876	20.66162155	20.92056221	18.04670838	20.93228974
ENSG00000164708	6.197802182	6.250429457	6.303126051	6.409319778	6.077695555	5.987117422	6.182024407	6.350201994	6.755014294	6.559399446	6.362993585	5.964998436	6.078603637	6.221465177	6.361070068	6.466308794	27.32371423	27.33176491	27.31605015	27.3009478	27.01839479	27.08719639	26.93606996	26.26581503	27.35312851	27.07632877	27.50952604	27.08911762	26.98934374	26.83352152	26.72181931	27.01924356
ENSG00000226784	15.10228673	15.07529804	15.04827083	14.99414016	14.07973989	14.25617473	14.43293887	14.56551197	15.33806761	15.17832044	15.01776724	14.69309297	13.93714119	14.46201781	14.79247913	15.02220762	27.32371423	27.33176491	27.31605015	27.3009478	27.01839479	27.08719639	26.93606996	26.26581503	27.35312851	27.07632877	27.50952604	27.08911762	26.98934374	26.83352152	26.72181931	27.01924356
ENSG00000174238	12.13443524	12.13400198	12.13473289	12.14239411	11.61266898	12.01448198	12.19740865	12.30205835	12.32646225	12.29705963	12.26755101	12.20815873	12.28837448	12.16792857	12.09419601	12.04625436	19.04123669	19.53785918	19.97757062	19.63007156	17.89634423	16.06196179	19.10420969	18.67507492	19.77400843	20.37888327	19.29016738	20.29378595	20.56309198	19.08788752	18.53202864	20.76530876
ENSG00000144224	8.312039661	8.30190432	8.291732694	8.270359456	8.658806054	9.089161707	8.769949407	8.635792248	8.219318748	8.164726072	8.109328052	7.994566774	8.317002732	8.534251069	8.505246363	8.460922735	18.87348617	19.83898229	19.09106859	19.80989371	19.68616537	17.20304206	17.82351652	17.1428051	19.85613977	19.14248105	18.7097435	20.10251912	16.90782954	16.03743971	17.67438539	18.98181253
ENSG00000060237	7.403230339	7.191990731	6.980459888	6.552885232	6.910036039	7.381125851	7.384599576	7.419482456	7.215991191	7.079903612	6.944625544	6.674398532	7.054237552	6.680457436	6.808072282	6.952123581	20.49238133	21.11489628	21.50983105	22.54910215	20.75564393	20.0736552	22.10235893	22.8434902	21.86947788	20.29748502	21.56225361	21.5878361	19.96395157	20.56104177	21.57570173	20.2502614
ENSG00000196632	4.353149118	4.391865857	4.430280711	4.506673291	4.52694421	4.345909446	4.189599044	4.074446468	4.257038958	4.44383909	4.630908593	5.007183576	4.522442513	4.406575386	4.257155851	4.139122838	20.49238133	21.11489628	21.50983105	22.54910215	20.75564393	20.0736552	22.10235893	22.8434902	21.86947788	20.29748502	21.56225361	21.5878361	19.96395157	20.56104177	21.57570173	20.2502614
ENSG00000111642	10.71330314	10.81441523	10.91464293	11.11479821	11.24911742	11.03927547	10.86928221	10.74177145	11.39794831	11.1374327	10.87602756	10.34928011	11.07673956	10.93670618	10.82433332	10.7442167	23.15024126	23.12962262	23.71743294	23.12006445	23.41157512	21.70172103	22.53295607	22.37148421	23.54910215	23.63089809	23.27767448	23.63599792	23.36426079	22.7497647	23.17522242	22.17075273
ENSG00000128567	14.19604836	14.23544354	14.27534754	14.35729529	13.52818878	13.78039917	14.10734123	14.36211093	14.23408594	14.19763455	14.16118316	14.08828039	12.89777463	13.36384662	13.8294097	14.1785332	22.79592312	23.26927966	23.13719567	23.69338571	23.00586848	23.03665993	22.80905763	23.31534197	23.10458404	23.16035648	23.38179007	23.6510806	23.169377	22.75187009	22.39738635	23.1165153
ENSG00000076043	13.2481539	13.28543303	13.32271217	13.39727044	12.95745869	13.17395618	13.38662301	13.5453583	13.45573319	13.40308821	13.35033303	13.24488732	13.79682313	13.61729774	13.46465341	13.35024457	20.20406959	20.19688544	20.31793809	20.99009288	19.6915084	18.97505307	21.19562452	NA	21.66414169	20.92186999	21.32492985	20.96451573	20.56829758	20.57948168	20.33886693	21.2630445
ENSG00000136143	8.870328672	8.931636284	8.992925529	9.115267724	8.773686207	8.829748607	8.760046491	8.725722233	9.033224094	8.906941223	8.780500453	8.527931763	8.912089487	8.779243602	8.769981591	8.77238594	19.06394799	19.8914574	17.15452147	18.25571094	17.80649928	20.5100726	19.40785693	18.67013755	15.11076875	16.31606936	17.99324801	17.75740303	19.52472152	19.54393051	19.24884948	19.88393196
ENSG00000185238	8.608677415	8.71881946	8.828276097	9.047132486	9.173894203	8.745921308	8.707702762	8.667551074	8.99174171	8.772228794	8.551965877	8.107373673	8.629359714	8.403546157	8.583051726	8.659121154	17.87002751	18.5150684	18.45579276	17.9726433	18.37534494	17.77693417	17.09186922	18.26435096	18.16702606	17.85671731	18.63097806	19.25213412	17.43192194	19.98565296	17.49880247	17.50602859
ENSG00000129562	13.97353737	13.91727899	13.86132715	13.75062917	13.81194767	14.5901361	14.38934183	14.3662249	13.91943032	13.89708311	13.87482397	13.83081493	14.65425985	14.65521932	14.65521932	14.65521932	20.78684073	20.61135266	20.43226866	20.36506221	20.76060626	21.12817561	20.79835788	22.53119582	20.18071047	19.60992898	19.79636287	20.25891102	20.43451014	20.17682082	21.1200328	20.2940104
ENSG00000106853	10.42840557	10.42838024	10.42832536	10.42836861	10.00539536	10.45025142	10.91101723	11.25941439	10.5289649	10.37959798	10.23010746	9.931188184	10.82779005	10.93010877	10.97112203	10.99942931	21.98356704	22.25873854	22.02380984	22.24269381	21.61643218	22.3515119	21.98950399	22.33303521	22.41338414	20.87829943	21.87687662	21.81550213	21.69293895	21.04012648	21.81882087	21.9806068
ENSG00000141429	11.55828514	11.59504333	11.63298133	11.71398038	11.14984283	10.4845132	10.60833809	10.66826118	11.51989322	11.49355817	11.46718485	11.41711852	10.18616098	10.09807035	10.4264	10.58551656	22.60844525	21.67383354	20.98238367	20.90771221	20.71531855	22.13448774	19.45609367	21.17675996	22.21892265	22.50571853	21.28019759	21.71427068	19.82980014	19.42959472	19.38871105	NA
ENSG00000144278	4.310807864	4.465889391	4.620970918	4.931133973	4.583664075	4.718106561	4.806571355	4.866328014	4.500025438	4.508917778	4.517306936	4.530430357	4.560225768	4.54109826	4.68741524	4.813112831	22.60844525	21.67383354	20.98238367	20.90771221	20.71531855	22.13448774	19.45609367	21.17675996	22.21892265	22.50571853	21.28019759	21.71427068	19.82980014	19.42959472	19.38871105	NA
ENSG00000159720	11.10831619	10.99931452	10.88972484	10.6669185	10.73420981	11.05788818	10.91966987	10.76633478	10.87354651	10.82684261	10.7801384	10.68672188	11.28517097	11.08059581	10.86488752	10.70107226	19.74665209	18.33747382	20.3838477	18.74550364	20.17767258	20.11056997	18.77632379	18.87381656	19.48034055	20.01767294	19.23003921	19.80734863	18.60070421	NA	18.64466607	18.5110577
ENSG00000148672	11.36371924	11.33329071	11.30288429	11.24231515	10.83058599	11.40407453	12.01211588	12.47624975	11.30342522	11.26445447	11.22571303	11.15016244	11.3531486	11.05499155	11.07317665	11.1190537	24.65294123	24.78241799	24.85752053	24.74442614	24.82036052	24.80552938	24.70872524	24.85371883	24.86121756	24.66665744	24.69752758	24.67255008	24.78606299	24.50948073	24.80469273	23.90729046
ENSG00000182890	9.207184833	9.152343347	9.09784387	8.990604533	8.798977022	8.873242041	8.916048087	8.943155385	9.363031306	9.202636856	9.042120941	8.719953324	9.383710341	9.201854839	9.043080602	8.927558554	24.65294123	24.78241799	24.85752053	24.74442614	24.82036052	24.80552938	24.70872524	24.85371883	24.86121756	24.66665744	24.69752758	24.67255008	24.78606299	24.50948073	24.80469273	23.90729046
ENSG00000175166	14.51595337	14.51846278	14.52106537	14.52673468	14.52292621	14.34808085	14.38228889	14.3784425	14.53766179	14.49538048	14.45262672	14.36480526	14.20774343	14.28601992	14.28902058	14.28356602	24.38469102	24.67567583	24.58617596	24.59240594	23.9432431	23.90297417	24.21977946	23.9995514	25.22354042	24.98415836	25.07789794	24.88901891	24.14398227	24.40067309	24.31817261	24.06430991
ENSG00000029725	9.280403633	9.274150091	9.267799767	9.254493967	9.257651718	9.257867417	9.290623778	9.302907413	9.322834753	9.253454941	9.183971969	9.046265641	8.666446644	8.973308505	9.115081419	9.205499252	17.44265197	16.55130272	16.97801772	16.81077244	17.82463561	16.93468143	17.37288206	17.63587397	16.798168	17.32895536	18.51799226	18.12777271	17.11532819	17.8731557	17.26224169	18.63587397
ENSG00000198910	8.069115927	8.05138036	8.033644792	7.998173657	7.321649422	7.619919754	7.912168623	8.130303602	8.126259654	7.941584849	7.757003098	7.387413628	8.111755358	8.114313517	7.965151296	7.909215463	21.9262207	22.92871643	22.90945292	22.50816326	21.84999297	20.93596209	21.55716638	21.53725253	23.27923423	23.32649422	22.70981921	22.74034488	21.19195561	21.1078275	21.87173532	22.1165153
ENSG00000014641	14.26379929	14.31073055	14.35861971	14.45883121	13.95055195	13.95194031	14.17351231	14.32927056	14.41176597	14.38157218	14.35137839	14.29099081	13.97852756	14.0814993	14.18057539	14.25455742	25.42306896	25.00363148	25.09715898	25.27692946	24.9002584	25.02347993	25.17180656	24.70961941	25.35282554	25.02854721	25.24219953	24.83638982	24.9364744	24.86787671	24.99347434	25.20530823
ENSG00000065548	12.31456593	12.40139047	12.4892102	12.66922788	12.84063181	12.68423072	12.45798468	12.28165488	12.41766917	12.42509604	12.43238506	12.44846503	12.92238699	12.82057088	12.55077204	12.33201521	20.42777524	20.98919213	20.20108054	20.62987596	19.53309395	20.11705457	20.13043985	18.81396903	21.8305508	21.31711005	21.73326529	20.95070112	20.39863933	20.63138668	20.6081068	19.962399
ENSG00000107651	9.97550233	10.07111523	10.16697231	10.36019808	10.6106698	10.47530994	10.27494344	10.11568824	10.24214824	10.2099705	10.17773215	10.11299828	10.77525319	10.50160886	10.25080543	10.06550459	19.58726843	20.35767227	20.55683906	20.24074476	20.12034927	16.98626426	19.74243116	NA	20.84804521	20.68671253	21.12338386	20.69778207	20.50600921	20.522865	19.55982891	20.7205048
ENSG00000086062	11.05269822	11.07986748	11.10707772	11.16199614	10.58877311	10.6426919	10.73903403	10.81899316	11.24694954	11.20051649	11.15418312	11.06192787	9.947831093	10.19471372	10.41944561	10.58476848	22.50734075	23.44417473	23.22962564	22.73167121	22.56961923	22.19177493	22.18383283	22.54914917	22.60973064	22.71841581	22.34196395	22.43015135	22.10696542	21.85677049	21.45613379	21.24748253
ENSG00000137992	6.108319608	6.16783458	6.227433764	6.346416282	5.143089	5.504085152	5.93378788	6.246319197	6.991352681	6.688082303	6.385658722	5.790066305	5.420323678	5.655520079	5.765974815	5.839370119	NA	20.0499283	19.32117943	19.72269081	19.63149326	19.10888684	19.92500382	19.5088161	18.70380897	19.32124551	19.4065289	18.37113852	19.66002027	19.05946593	19.42572813	18.30745877
ENSG00000108848	12.77448782	12.710657	12.64701711	12.52049019	12.15495607	12.42928482	12.72325709	12.94524656	12.79964049	12.75720514	12.71456421	12.62943586	12.31928301	12.53437757	12.7053949	12.83007494	21.53606694	22.18440806	21.67176219	21.96996963	21.9271978	21.30089545	21.070252	21.32619246	21.90855534	21.4092459	21.75955014	21.94166807	20.73082169	20.14842693	21.12218343	20.03241169
ENSG00000198589	9.06221588	9.085815128	9.109643295	9.159854826	8.916034582	9.085776361	9.247399175	9.365469587	9.328151579	9.209739093	9.091137633	8.854288831	9.104924517	9.113903566	9.210920745	9.292020981	18.03176581	17.74891349	18.45494986	17.56770361	17.73786788	NA	19.43503943	19.62315633	18.65930609	17.50595108	19.00269966	18.33860582	17.41674806	17.71786382	17.67037963	16.59860504
ENSG00000104722	4.03158338	4.020488115	4.008799903	3.98295071	4.022623833	4.107465667	4.041632197	3.977807659	4.073883954	4.115961177	4.156570362	4.229997598	4.006916738	4.236788781	4.17710505	4.102790532	18.0226929	19.28807301	19.12330807	21.8258625	18.88679209	17.43232984	18.88387231	17.80498807	17.46730305	17.61281092	17.53844662	17.34914298	18.26965634	18.26403019	17.73476254	18.16820201
ENSG00000135406	8.598908977	8.495040796	8.39098065	8.180484836	8.213421425	8.214965807	8.970657688	9.254042143	8.16291072	8.063374068	7.964957557	7.772829723	10.05466123	9.846949406	9.480790913	9.186474599	18.0226929	19.28807301	19.12330807	21.8258625	18.88679209	17.43232984	18.88387231	17.80498807	17.46730305	17.61281092	17.53844662	17.34914298	18.26965634	18.26403019	17.73476254	18.16820201
ENSG00000175084	8.857764421	8.696433355	8.533812739	8.202237391	8.195589237	8.496426879	8.554000047	8.582756833	8.635861058	8.64924546	8.662629861	8.689398665	8.245108645	8.169012977	8.242328617	8.309294863	18.0226929	19.28807301	19.12330807	21.8258625	18.88679209	17.43232984	18.88387231	17.80498807	17.46730305	17.61281092	17.53844662	17.34914298	18.26965634	18.26403019	17.73476254	18.16820201
ENSG00000072778	13.82949446	13.77206635	13.71407006	13.59588301	14.1727247	14.61724031	14.67739234	14.7093283	13.70886963	13.71235041	13.71607032	13.72369592	14.5036017	14.50384953	14.47697603	14.46689847	24.36939553	23.89809132	23.92560514	23.98441915	24.11203473	24.12998414	24.21326682	24.5725943	23.25508276	23.33946512	22.74098301	23.45776261	23.43822128	22.94495936	23.63942462	23.64779128
ENSG00000073969	11.11784886	11.12420682	11.13059123	11.14374954	10.87089312	11.01089638	11.09048557	11.15029346	11.2667661	11.22188301	11.1767288	11.08616744	10.97985244	11.00138327	11.09129102	11.16532515	22.03160429	21.13802426	21.00312532	21.15881675	21.34932659	22.11895628	21.89308077	22.22367298	22.25643676	21.50867105	22.30081169	22.32879653	21.55838147	21.60123034	22.26129496	22.12675866
ENSG00000188021	11.00157911	10.96047798	10.91972033	10.83918151	10.97524186	10.89876923	10.92021302	10.94325815	10.88242261	10.85620793	10.82984033	10.77702039	10.4801164	10.67282738	10.83226059	10.94718054	22.17310371	22.33946512	22.16346173	21.84877116	22.09516391	22.20081122	21.07247808	20.79906972	21.88862881	20.84880935	21.9212889	21.18071047	21.1173717	20.58407801	20.32728948	20.80072931
ENSG00000119139	5.838105528	5.78682565	5.73439614	5.620517887	6.658930584	6.225193741	5.972512003	5.807459845	5.575045947	5.69944446	5.825727166	6.087636445	6.292450186	5.902806853	5.840394257	5.82234146	23.16847442	22.0623018	22.5414417	23.04956276	21.97088246	21.68999968	23.20931533	NA	21.75078712	21.98579192	22.45696096	21.65245989	21.40077731	22.89395101	19.30970282	22.17407962
ENSG00000100934	11.22689369	11.28612196	11.34627139	11.471148	11.40409656	11.07565551	10.86332247	10.71652204	11.42306496	11.37207757	11.32107856	11.21960048	11.63498267	11.39881349	11.08791339	10.84898314	23.69125706	23.92197891	23.89041124	24.07054682	22.90255103	22.78783721	23.3913936	22.30357341	24.31416666	23.80715207	24.07757202	23.70461544	23.40275603	22.94408361	22.81376162	23.45299627
ENSG00000105409	9.361793486	9.027651915	8.690495009	7.998400826	8.597369967	9.075188975	8.76647779	8.577528088	8.812281705	8.947897469	9.083341475	9.351241091	9.685658811	9.187607932	8.993855318	8.879508102	24.06167575	24.63997655	24.60167242	24.62137091	24.46457118	23.86702832	24.68426365	24.64063859	24.58394033	24.46338667	24.13805551	24.52975509	24.46737271	24.02225266	24.25436202	24.25255861
ENSG00000105675	5.041952911	4.975527283	4.909388234	4.775486547	4.164922461	4.898203067	5.042253514	5.138636634	4.90463126	4.933489227	4.963691492	5.03106929	5.340847311	4.792068988	4.531475938	4.360293844	24.06167575	24.63997655	24.60167242	24.62137091	24.46457118	23.86702832	24.68426365	24.64063859	24.58394033	24.46338667	24.13805551	24.52975509	24.46737271	24.02225266	24.25436202	24.25255861
ENSG00000163399	12.529118	12.46714786	12.40460823	12.27722477	12.15909748	12.29655707	12.38914599	12.45421364	12.60903927	12.49583301	12.38186042	12.14894496	12.39193906	12.55295587	12.60542777	12.62903832	24.06167575	24.63997655	24.60167242	24.62137091	24.46457118	23.86702832	24.68426365	24.64063859	24.58394033	24.46338667	24.13805551	24.52975509	24.46737271	24.02225266	24.25436202	24.25255861
ENSG00000145817	9.578852416	9.610402423	9.64195243	9.705052445	9.596030211	9.715090401	9.798998359	9.856929668	9.535240259	9.557978682	9.581168352	9.630823408	9.601739296	9.692142119	9.706381219	9.711899675	18.4557125	19.82798768	19.17299388	19.93818975	19.44782583	18.46586927	18.50226464	17.15896464	20.13194737	19.49343722	18.99923482	19.26734907	19.74136165	18.23111803	18.39586043	19.79740822
ENSG00000115816	10.92155149	10.97260422	11.02361877	11.12572394	11.55848027	11.399254	11.23165475	11.10459448	10.92776665	11.01438203	11.10099742	11.27422819	10.85472259	10.95901418	11.07871818	11.17067999	18.93882149	20.85094679	20.65140912	20.35702787	20.72567247	19.93301054	20.94934798	19.83017165	19.08586661	20.37475084	20.1533838	20.11895628	19.30253629	19.0467883	20.05576434	18.78959732
ENSG00000142655	12.42037935	12.46784373	12.51584235	12.61521784	12.50942948	12.47880788	12.49903578	12.51981106	12.37740357	12.49281136	12.60768961	12.83864315	12.55876481	12.71775722	12.60837443	12.50215544	19.21702997	20.57791558	20.524205	20.15696691	20.37570553	20.57717801	20.25971568	19.06626266	18.69295598	19.15442258	19.15115531	19.03853324	17.89285109	19.67696942	19.11593774	19.55597833
ENSG00000069248	10.23411272	10.24399026	10.25429731	10.27732696	10.0713861	10.15756225	10.25450355	10.32904862	10.42647247	10.40065156	10.37515603	10.32696283	9.989650867	10.14895964	10.19653199	10.21976308	21.02837015	20.34602888	21.25753057	20.28793778	20.42981944	20.70969302	20.69336444	20.83383514	20.55805443	20.88390214	21.10239097	21.10738056	20.58875123	20.97084736	21.12363645	20.27332665
ENSG00000169288	7.450299428	7.498141878	7.546022535	7.642209048	7.435814196	7.825659796	7.9494449	8.044718455	7.644227264	7.683421878	7.72240851	7.802714737	7.184270183	7.617809881	7.791582693	7.893270069	20.04393509	20.27537432	20.92455448	20.31815882	20.02188004	20.32553384	20.74065369	20.61423175	19.50185662	19.09393331	19.69929116	19.52202208	19.55069043	19.48628511	18.66566901	19.25863504
ENSG00000153015	11.13452866	11.08139547	11.02891849	10.9248792	11.12324622	11.17754623	11.13211023	11.08981204	11.25120507	11.21978863	11.18824378	11.12622311	11.19390652	11.12957352	11.07263493	11.029907	18.31879875	19.86122324	19.66691744	19.72760143	19.1586442	18.67141667	17.85355323	NA	19.77897225	19.42693627	19.31123389	18.44955976	19.64668878	19.39838882	19.31234234	19.83099172
ENSG00000121390	8.784755534	8.801661935	8.819452332	8.85934836	9.390248345	9.126629073	8.91884422	8.766995525	8.678234801	8.823779898	8.969066738	9.259127158	8.732984676	8.731717958	8.821902161	8.855721237	21.99855324	21.53891072	21.84720419	21.13764911	21.65669893	21.39555715	21.56532525	21.03200805	21.41637697	20.97533301	21.29063988	20.99479537	21.02708797	21.16784687	20.94599528	20.22328999
ENSG00000149532	12.94264927	12.96672517	12.99093395	13.04096728	13.26132619	13.08337957	12.98307031	12.91483278	12.72324408	12.85606378	12.98860889	13.2564661	12.97381635	13.00991985	12.91866048	12.84014764	20.24330417	19.27566986	19.68879668	18.60135731	19.53751797	20.22529218	20.53876866	17.34775976	20.51547271	20.64032968	20.17682082	20.30195607	20.0500612	20.01358984	20.99631349	18.99942753
ENSG00000197879	15.61082598	15.62468169	15.63844108	15.66472679	16.28416166	16.11937792	16.08047063	16.06700727	15.35860758	15.31979541	15.28113874	15.20448131	15.45698408	15.57522544	15.62281619	15.64607049	25.11985079	25.48879483	25.48416082	25.32068791	25.23015358	24.72551646	24.87928148	24.91497265	24.74360465	24.76359777	24.48511339	24.68029814	25.16526493	23.97421291	24.13789922	23.86674541
