Gene_Group	R1_LPS_0h	R1_LPS_01h	R1_LPS_02h	R1_LPS_04h	R1_LPS_06h	R1_LPS_09h	R1_LPS_12h	R2_LPS_0h	R2_LPS_01h	R2_LPS_02h	R2_LPS_04h	R2_LPS_06h	R2_LPS_09h	R2_LPS_12h	ML_LPS_R1_0h	ML_LPS_R1_01h	ML_LPS_R1_02h	ML_LPS_R1_04h	ML_LPS_R1_06h	ML_LPS_R1_09h	ML_LPS_R1_12h	ML_LPS_R2_0h	ML_LPS_R2_01h	ML_LPS_R2_02h	ML_LPS_R2_04h	ML_LPS_R2_06h	ML_LPS_R2_09h	ML_LPS_R2_12h	HL_LPS_R1_0h	HL_LPS_R1_01h	HL_LPS_R1_02h	HL_LPS_R1_04h	HL_LPS_R1_06h	HL_LPS_R1_09h	HL_LPS_R1_12h	HL_LPS_R2_0h	HL_LPS_R2_01h	HL_LPS_R2_02h	HL_LPS_R2_04h	HL_LPS_R2_06h	HL_LPS_R2_09h	HL_LPS_R2_12h
Nop2	39.28610029	33.46439902	14.07829042	12.22787183	11.71261635	9.74048036	10.16546483	29.90780494	37.41331279	15.75553008	9.722631402	12.27411638	11.62450501	5.295525711	2.64777787974	2.73425368105	2.63005105024	2.70546903772	2.65027403099	2.49384292088	2.48363338442	2.72224879521	2.68755955209	2.71301407385	2.69621911896	2.57850904543	2.53562490965	2.45774509333	1.48320233933	1.57009129385	1.66283511413	1.60939123107	1.72767554486	1.75751724594	1.64600009429	1.47456453098	1.50280624156	1.6148503924	1.54565666546	1.6142762319	1.67111426759	1.62646635561
AI837181;Bles03	34.32411649	17.15727971	30.02666987	60.66230585	54.65723127	55.42279505	57.12322226	20.79742427	6.450926202	26.92348556	34.66770845	43.33579558	33.48665079	41.68586005	1.39386977758	1.43152422191	1.3428923337	1.27998567151	1.22831974058	1.02459330925	1.17460874249	1.37966136927	1.4247763758	1.35211486903	1.33751383515	1.22778987846	1.07219281125	0.96128938978	0.567832395538	0.669452609972	0.659436013435	0.6456952113	0.728922631244	0.792849396268	0.848535661376	0.649025281217	0.626043276379	0.692550993817	0.808146223877	0.872174780679	0.818991509275	0.88368748408
Tra2a;AK076606;mAWMS1	156.068764	199.5967724	253.008842	430.8703279	469.1607805	185.3170543	153.931552	183.7173662	244.0370728	291.6628459	627.288704	453.6990023	257.6737708	204.7908722	3.92714103782	3.9561466184	4.0206246463	3.83133352753	3.82510901904	3.81844585223	3.72451737238	3.90197935278	3.91040447925	3.99159226343	3.86534936113	3.78937567841	3.79399594497	3.63905679419	1.95564200055	1.98766796403	2.09195454631	2.17591635602	2.80099812348	3.14904548757	3.31380301571	2.04724415194	1.99959620271	2.08876872495	2.20477171899	2.84768988899	3.20633444204	3.31609008424
Pcx	3.696941541	2.674922991	1.690931716	1.352099319	0.4169219	1.460680835	5.417964318	1.8043316	1.179044738	2.978703735	0.821382408	1.413679533	1.752084268	2.607651164	1.51896615891	1.48639660789	1.52057186802	1.51455646106	1.39274148713	1.32020609823	1.32114971769	1.51899245024	1.52324668241	1.47640047371	1.49199007665	1.38498842552	1.31981207489	1.29981317371	0.0678619866922	0.39567516074	0.686804877613	0.751196841783	0.670820979568	0.697317477377	0.701118488982	0.143884817519	0.370698075102	0.673733935103	0.631100127976	0.652359546579	0.724404020719	0.762008869858
Ddhd1	116.0981796	221.8149408	357.0670253	202.3901019	259.4002038	258.2459163	194.2884578	99.83090677	274.1238719	403.7304479	263.4562594	344.8642259	288.5485595	210.8519006	3.31601741874	3.30364460846	3.27240770858	3.21563597608	3.13025208817	3.20102987578	3.20391714317	3.27347910564	3.30008439092	3.34008626228	3.19815363834	3.2219631714	3.28835278132	3.20767705366	1.84718592993	1.88863689699	1.98384898929	2.21250324706	2.31274944615	2.50918046387	2.57772696519	1.87286615917	1.91879192196	2.10584518637	2.27354595332	2.28126407591	2.45735190278	2.58331461588
Cyb5r3	167.1206095	141.7371887	167.9840365	155.6097538	113.6628845	157.4478334	207.584289	113.3276977	156.2437142	116.790356	103.5832884	98.28215409	134.3476652	152.6164732	5.26505245178	5.30759789862	5.20764317555	5.28298712678	5.22807810321	5.11101714376	4.99841821061	5.25615716771	5.22335753152	5.13730814603	5.25200747275	5.10816219097	5.05718700519	5.08144600822	3.12185896198	3.36099356941	3.36090212757	3.55474735863	3.44430701901	3.65268834667	3.89714352838	3.14832824133	3.23739756767	3.43831294994	3.5156193678	3.53950793862	3.6954361906	3.85227351666
Upf3b	65.08968683	90.21014873	64.8405955	45.29799875	38.28288543	24.86170869	31.78863196	209.0489389	379.8059528	104.2639012	116.5141816	71.42180353	139.1507637	120.1409676	0.933375243675	0.861549806286	0.782106931494	0.809533524528	0.714527827005	0.559289463043	0.451737284249	0.984642129443	0.865497955904	0.81574949137	0.820555533903	0.751935876483	0.609126230451	0.408778304474	-0.494101169484	-0.520532069029	-0.391890511671	-0.342830968085	-0.169275970569	-0.121227554367	0.0227656742665	-0.64321860746	-0.496443842874	-0.457076380877	-0.283867593069	-0.212776980912	-0.106804003714	0.0535373763554
Apex1	49.29802475	46.3428207	36.37382839	11.34395539	6.261006635	6.763092669	6.294489554	24.67998121	9.130080288	14.7157906	11.24595867	0.22351171	4.979248752	5.0553553	4.61793053131	4.51507018852	4.53986556726	4.41533857063	4.4601096935	4.38073142465	4.40728210615	4.54199594659	4.36162880978	4.54160621748	4.55000027288	4.40539465723	4.44715653185	4.39276952898	2.70918943132	2.72948055866	2.75307373648	2.75358853314	2.65639895692	2.79680148423	2.74917824306	2.71052057407	2.73521627542	2.79342815895	2.83105392428	2.8197350013	2.70976619212	2.7814466607
Arl8a	124.2934052	125.139881	197.1187912	161.7889436	169.0330153	172.3711926	137.0916996	126.9215274	153.5371674	203.7750481	133.5653412	166.0225814	152.0083316	152.4188572	4.21205821611	4.1289470041	4.14332457489	4.08051293035	4.00743414352	3.91072275882	3.94193986965	4.07027614676	4.20684709513	4.03803868034	4.04059972946	4.05675396854	3.9375278771	3.93768163327	1.24862458491	1.40068320201	1.86134875617	2.0020916652	2.2080008595	2.49266263928	2.68667525211	1.16846400239	1.35348484926	1.85448622636	1.95971585647	2.19695122958	2.50141373106	2.6483088467
mKIAA1108;Tbc1d1	34.12556767	52.60937495	85.51830507	97.52602802	103.7143594	58.67817228	46.71424055	28.61295696	47.84315107	87.03440557	97.02646981	104.6752103	50.8534073	42.56054941	0.453057237426	0.447172773513	0.405186412168	0.425387038405	0.308951351218	0.35657320383	0.150686232515	0.503393036201	0.506538593012	0.486394752659	0.348635410327	0.373951013052	0.254545254747	0.186201681327	-0.877366994518	-0.342548120639	-0.355121800108	-0.221301648679	-0.255848330543	-0.138150946849	-0.00953592245269	-1.04464953115	-0.430117266653	-0.388038587429	-0.368181341731	-0.248055762869	-0.161146991202	-0.0862517920506
Acin1	214.940883	286.2320154	226.3648363	245.7029863	163.7032779	118.2405798	119.5810871	426.8373515	745.3054872	318.652377	422.1119251	288.2204365	376.6701481	345.685603	4.10519018242	4.13386588014	4.16598923033	4.1542958193	3.97068916862	4.04270895773	4.00130490027	4.17204228428	4.18232791682	4.102761927	3.99436267126	4.08854890277	3.99382213623	3.91630604268	1.98917713675	1.93587336859	2.0095033669	2.00801959714	2.06482250665	2.11293579437	2.16340354358	1.88195826421	1.95506660124	1.97669669524	2.03812500233	2.08799658628	2.13643644455	2.25304896418
mKIAA0970;Fndc3a	62.28583761	64.66364155	94.76543809	162.4735756	198.2421914	163.0944481	147.8172517	60.02722528	86.45708085	92.84084615	181.9301782	186.0459481	156.5496663	130.7864586	1.20140156175	1.22755072304	1.18582089166	1.19296405987	1.06655181369	0.921697065374	0.837381287624	1.21369060911	1.26755930815	1.14758332515	1.07259953408	1.09122259169	0.931676067819	0.862372341839	0.688995927865	0.672520005228	0.755139896588	0.804866135331	0.984675089939	1.16271152512	1.15193629791	0.643781046783	0.747981638298	0.754089046925	0.855309715669	0.961348865233	1.07123823534	1.30111536013
Hck	147.3406753	147.7660372	209.4261944	236.428027	267.8132867	257.28566	200.2259809	117.2729091	98.73421925	163.3621398	166.204442	237.0684036	206.779303	216.8157279	3.99128052552	3.87769323393	3.89456377034	3.80724968547	3.7232124175	3.73697936975	3.73580822509	3.94041020224	3.95982735192	3.94389963253	3.77697337587	3.86427452022	3.68408121182	3.56822189287	2.3197495047	2.66101943377	2.84639140219	2.94516878716	3.21114087089	3.8253691975	4.12934328917	2.3282740498	2.72334543236	2.92683944133	2.97267328301	3.25119474841	3.85904005961	4.18917540943
Celf2;Napor-1	80.57801851	94.88662931	64.98803417	44.02991827	43.03970774	35.05012939	22.768424	118.6325866	98.86061127	89.89555536	60.51441064	57.36518685	77.42230588	49.59863207	5.4213130026	5.44132886643	5.42613102263	5.2817329143	5.33187577343	5.22497415672	5.14902916126	5.39172678864	5.45856679719	5.41341841097	5.39129050362	5.26344423999	5.36758808449	5.1617356818	3.37815065471	3.51691831398	3.57383083381	3.57167664121	3.65173735957	3.67327025882	3.65291126662	3.39365004678	3.44120647506	3.59398445156	3.58935934145	3.67432048056	3.62222248225	3.72898383523
Lgals3bp	208.324365	108.906325	194.7048962	332.0639338	365.691058	648.8064444	725.0504898	86.34332233	70.29294493	140.3812584	182.3119585	328.0963312	252.4674348	368.9668645	5.63257266681	5.57300177541	5.56338865557	5.67158644113	5.50778785341	5.50099963472	5.41453601954	5.67692704842	5.56121863872	5.57844604864	5.63276658957	5.501435008	5.42939348845	5.34357510048	4.37880624839	4.62172705364	4.55952263995	4.64655443132	4.71327131363	5.04893637986	5.28690482854	4.54833644632	4.60156295532	4.58422980355	4.70775764315	4.74815856984	4.99486798992	5.32021648496
Kri1	26.64969278	29.36282362	22.99378246	19.13873052	18.46003749	19.13498702	21.36642762	26.40281755	33.35697324	26.45539841	17.10613653	20.06950247	17.10887459	16.7403574	0.857253769581	0.800443871033	0.721764913324	0.658243753947	0.518956237045	0.540455465053	0.504754129587	0.734462657123	0.768125088945	0.684524446013	0.707316614321	0.659371851359	0.459148620595	0.445158110438	-0.240263908965	-0.117398894249	-0.140887200038	-0.0859981116322	-0.0252707351632	0.108506473444	0.068991354148	-0.255742689783	-0.27548193994	-0.241650477816	-0.120277589616	-0.0323679377974	0.230977512143	0.0969338713861
Sp100	69.28776723	87.77167464	192.192716	325.1127933	393.5790489	426.4859935	390.5236602	68.46501773	158.4563678	149.2612037	355.3301469	477.3382655	432.0385085	317.7532739	2.6437990966	2.65652871311	2.5913889482	2.6484587589	2.45942528199	2.27442329989	2.21579751869	2.56059010199	2.63107695816	2.53882425723	2.50115023039	2.42157782664	2.30129284312	2.29750464064	1.76370488703	1.67513848168	1.78249288403	1.87343470147	1.97328174372	2.76500234098	3.10106756842	1.79158261033	1.73208848397	1.76271451293	1.84254497311	1.92995322373	2.71360343675	3.0774120512
Rbm12;Cpne1	62.16396994	39.56856956	49.41522029	37.4474021	43.83416077	43.02546188	47.41566487	43.93436499	43.26170143	39.5890502	32.17944877	41.32114894	36.4984455	39.72905798	4.88687981939	4.8860019106	4.88578457065	4.88520470619	4.84761874462	4.88172316896	4.84688700311	4.92320645619	4.93416231477	4.87950303141	4.90189234816	4.84900395167	4.79415023055	4.7419064847	3.01908278699	3.18922851572	3.17572845864	3.29082696021	3.34879111421	3.3474659395	3.48200931849	3.05762023974	3.21003555522	3.34572850715	3.29487110357	3.26473824963	3.19773591589	3.54830440092
Rps18	3085.070939	3133.610328	2746.041509	2713.380886	2368.312202	1961.759265	1851.659875	4073.235532	3324.936706	3448.185496	3297.959319	2903.279229	2833.550211	2191.607655	6.36733112092	6.39542799134	6.37148324875	6.4635012547	6.37162026257	6.40776883551	6.2606895942	6.44803199993	6.37227419782	6.36034822092	6.38473459258	6.44563815425	6.34605764156	6.33862537375	3.75594266676	3.87387492543	3.79176217269	4.02714228928	4.13461405652	4.42745243706	4.59384461228	3.73970397941	3.81598799998	3.91968358655	3.8298515269	4.16404788732	4.39396275776	4.55389052536
mKIAA0136;Morc3	48.82261686	31.4933304	53.00719269	87.49925134	115.0557785	84.47253374	74.98315073	43.18594372	21.06449227	43.36168589	99.71652	106.0422487	94.07227707	69.58684551	1.46401915196	1.48916992629	1.3135867551	1.31783825059	1.23863649541	1.09981811055	0.917169295726	1.38461384465	1.38103884634	1.41114343476	1.29440561203	1.13980615817	1.12882314883	0.839922160789	-0.222745648701	-0.145946588151	-0.0541147149126	-0.00377096929667	0.462303665169	0.933865771784	1.32832214189	-0.213591510561	-0.120487752681	-0.0362567765229	0.130213298371	0.462453880257	0.936581055691	1.34008320972
Pcnt	15.07118769	18.63781005	9.883300652	6.970196867	4.341159739	4.051704093	4.311343731	25.51512812	49.68086507	29.49500013	16.37269286	9.579470618	10.46083887	11.32920415	-0.138058299838	-0.359999726428	-0.348497171534	-0.46009866067	-0.424329704743	-0.576027316412	-0.667379584127	-0.272038954183	-0.343745490605	-0.275596638461	-0.401208295249	-0.372147815437	-0.560163377765	-0.531006934437	-1.87785175101	-1.87536937135	-1.75761045851	-1.74980433124	-1.63027901413	-1.5996325118	-1.48229275157	-1.91536301284	-1.90856311808	-1.72653212278	-1.64167464303	-1.64335824311	-1.48944116372	-1.44968475327
Sash1;SASH1	14.31191473	38.78697087	38.18817571	22.82186682	29.20500573	22.58671175	28.44109447	35.18521553	106.7132607	80.97061778	29.23202818	41.60099052	58.42197648	47.60246643	0.718311499645	0.759165522747	0.697889025059	0.532203871222	0.434930779837	0.332030265115	0.22058002632	0.709309332397	0.792729602014	0.702006271584	0.564669855565	0.490444954718	0.376328894756	0.293785853638	-0.0968639831772	0.00981476320332	0.214557620418	0.536197960793	0.782379463083	1.2076334096	1.43362690408	-0.11835138122	0.0421971944903	0.305196412494	0.485782460478	0.714448667981	1.2255594922	1.47482839118
Ncf1	474.6968178	736.188149	752.4984083	436.2490516	416.3631184	659.2428157	805.0792767	365.6301463	665.0337607	565.4307328	354.8028726	444.2528927	533.2234036	701.3401211	5.47051881293	5.46089790147	5.41313411428	5.4207887559	5.36264441724	5.27856963557	5.18993191974	5.52965823054	5.50102106294	5.37961501917	5.49673337821	5.34632933058	5.29537725115	5.29627393952	3.14005720057	3.33803565499	3.30321657141	3.44532319128	3.40400084494	3.67860572968	3.92865743593	3.33191279406	3.21905727788	3.31982186929	3.35961253742	3.50949596073	3.77601572676	3.8754160962
Zfp259	39.65587195	29.42195799	19.41732839	20.72741015	19.64909849	29.34871349	45.49690882	33.769584	26.29014574	19.37393505	23.35181371	18.12870451	30.61995269	28.41499106	3.31892308166	3.27858635552	3.26125998059	3.1805352359	3.11760337983	3.01470795581	3.06544072713	3.21954207393	3.31053726588	3.24826092885	3.19388520805	3.2111385783	3.102869909	2.98001742387	2.05665086741	2.08771245976	2.14190210195	2.16970877762	2.07836266926	2.12220714929	2.20921975683	2.13853956833	2.18941149819	2.11140188275	2.12623839754	2.19467705092	2.23970206734	2.15720019345
Ddx24	102.1291491	223.0105468	211.1739916	263.354038	172.5746022	117.5554443	134.0793434	250.453583	493.7411344	315.8739193	417.9257632	291.0181417	343.7537158	440.9350632	0.274971308299	0.125295464264	0.0576926849494	-0.099217635658	-0.177544097942	-0.423240215873	-0.589096834017	0.17880609808	0.0548414778793	0.101131709048	-0.0273119007863	-0.304226272094	-0.387035149379	-0.514484394543	-0.603263679341	-0.34055477108	-0.152308982135	0.106871880311	0.366866975079	0.719162059971	0.841389684869	-0.484260994982	-0.278505993383	-0.136807698452	0.150381939329	0.479429802121	0.673658205036	0.911767362316
St13	255.4811536	227.5885389	250.5887483	202.0003428	165.2983991	201.0802574	267.8187283	296.7104152	483.6590346	221.6653544	236.2242121	208.0660282	281.4270364	290.4491536	6.65601823873	6.59777463897	6.61817132065	6.57034391465	6.58764869671	6.50051098661	6.4984730284	6.64029579386	6.61212453279	6.61897423319	6.66805687611	6.60248278479	6.65858898006	6.50791499202	3.91351294232	3.95698171228	4.07071409648	4.1485971077	4.27407217568	4.68263195798	4.81152273426	3.98812338926	3.97768973683	4.15125570278	4.26647189144	4.28253191881	4.72547133812	4.77961541385
Trps1;Mir1907	22.51066556	83.17608617	46.66529369	28.87090451	17.9712681	8.604896904	10.60110966	48.9582557	123.6623599	86.07080325	54.71140593	30.41560499	52.18020616	20.77925902	-0.0066941280527	-0.172569818778	-0.147274179278	-0.225702629417	-0.312083725682	-0.387975404369	-0.545365573477	-0.0913748376288	-0.127248299188	-0.0158670446541	-0.251816243344	-0.404139696432	-0.433689947864	-0.529725599775	-2.00025772366	-1.68218183665	-1.53973498454	-1.10535408345	-0.931031447721	-0.752346508228	-0.570322237783	-1.78689743846	-1.57061167387	-1.39153606032	-1.08878160762	-0.835520999824	-0.686009766477	-0.396988902893
Cycs	137.8315572	121.4778377	123.508981	136.2437633	177.2025902	180.1455127	150.6400903	144.2825179	138.4830184	148.1304974	163.5417897	211.5169588	171.8316604	172.6807366	3.63205363022	3.74928560055	3.62716108538	3.72729314947	3.59088551781	3.41603841325	3.39999084392	3.59123394444	3.55733952145	3.57474275525	3.62163419048	3.5531932595	3.47544270479	3.38287654915	2.58358037233	2.74640396388	2.87736256902	3.08995508645	3.26057794417	3.48185247068	3.59843351804	2.60326029244	2.67735842065	2.82110045348	3.05517782522	3.34135297208	3.55539205741	3.556532894
Rfc1	52.7800614	70.28167142	29.42232261	29.07708264	27.68910615	25.12086347	28.71232317	132.9996613	110.8768171	66.82938588	41.01379286	48.4392483	66.35857437	64.53947375	0.620857582362	0.606805294741	0.531389612088	0.524795824889	0.344689609544	0.297685899802	0.124422664889	0.66234700237	0.635952364188	0.535540132073	0.521125216352	0.438538544221	0.20116754422	0.193086840203	-1.6393154349	-1.66745724207	-1.64940039734	-1.48665945896	-1.35130720647	-1.41155809958	-1.40370590542	-1.63540859015	-1.63403478018	-1.51195466921	-1.49890480417	-1.59385140892	-1.48586070658	-1.35497303973
Baz1a	81.03640566	179.3737862	189.6843654	108.3292406	95.10328535	68.07066079	62.24357554	187.4945385	569.6149405	276.0803353	255.2861647	156.3176365	198.8663215	164.2179263	1.31456921677	1.16561073433	1.12357011766	1.09133102742	1.08382405329	0.736461607752	0.721812500794	1.37073922098	1.25919869865	1.19168991334	1.10326202061	1.05945351422	0.861754085125	0.669623205134	-0.650613596134	-0.384999827894	-0.352715056889	-0.107496303133	-0.122440206359	0.0914885936211	0.240999774284	-0.59378881302	-0.491796539501	-0.32685073145	-0.26956939444	-0.100385306244	0.0180462600767	0.213470159151
Prps1;Prps1l3	35.64506754	28.76548601	19.94557449	18.99068484	10.31520057	11.08130376	7.267375972	34.46915877	22.17726445	19.51112763	16.17463751	9.890251482	9.120715071	6.608321905	4.56306662403	4.65618424022	4.64071013359	4.61422302331	4.55473323774	4.49358337225	4.52237493843	4.65741416005	4.64152294304	4.6321496169	4.63955035813	4.62424230026	4.5237528799	4.44296344099	2.98223784535	3.09686871942	3.05068367005	3.03504326245	3.10730014761	3.06073028196	3.07732743539	3.04101271172	3.03829853233	3.02102137597	3.05568419554	3.12792951334	3.10995966808	3.03137348992
Diws1t;Gtf2i	34.37328699	27.45587168	14.14228897	6.492024949	3.672925565	5.059034547	9.877567246	44.07787362	39.11817463	14.6351391	5.241323396	1.447230725	4.373206807	14.11600042	1.20713917932	1.20488615639	1.10827837271	1.10475081286	1.00903800701	0.929009105884	0.796312137652	1.26220778579	1.17682631663	1.12012875291	1.09105013709	1.01497908263	0.908778152286	0.800578641587	-0.622772567488	-0.641591552356	-0.690680903749	-0.51451458441	-0.507472041147	-0.542403756292	-0.422200991014	-0.637244373477	-0.67590337858	-0.633884959944	-0.497011002698	-0.539096197447	-0.53683771999	-0.436381363102
Zc3h18	46.40197522	52.14799496	43.89607592	25.43385221	20.30306647	19.09976393	22.87465946	60.47879225	92.19894849	52.85567121	41.3099381	29.10399065	38.76705051	29.79592127	2.69505557976	2.59404856602	2.54253592469	2.59609968555	2.48655474377	2.30804866498	2.35521759722	2.6615515962	2.65900350228	2.5500955774	2.54963962885	2.47954103613	2.40187846624	2.23180556354	0.630409717784	0.874360568484	0.966531579416	0.977056073717	0.99672683652	1.04879229751	1.01978079941	0.525848983192	0.965726577867	0.879120688438	0.828819429408	1.05424632475	0.971447386042	1.01706930096
Ctsa	510.8807622	399.2323404	343.9645239	291.5694759	227.05269	263.8927986	269.3689494	467.4255333	303.6491022	341.3884335	279.7959754	265.663535	283.5348365	276.8774877	6.46937174439	6.42833571921	6.45827355158	6.42502594402	6.40012673266	6.32812130944	6.27342099384	6.52475114766	6.52122949844	6.39214462882	6.37750074074	6.43533034087	6.28032886108	6.28154463411	4.10278919488	4.11582512363	4.14437773408	4.18161791304	4.32004733497	4.46885392046	4.57274650467	4.07793042279	4.1555182623	4.13078013139	4.14996395439	4.25800830413	4.31859423375	4.65395596612
mVps16;Vps16	41.80216965	48.07904893	40.58758666	22.73757089	26.39863304	28.44460363	32.8627869	33.67660366	75.41614627	43.9213783	28.27165291	28.75982376	18.0988243	18.62744135	2.87866813578	2.75953296462	2.81239542243	2.7620364351	2.64577300375	2.71380436052	2.66387290801	2.83501644286	2.82355559218	2.77375570584	2.81015740588	2.70772868197	2.61318124825	2.6403661325	0.833214381403	1.25034684283	1.27567858919	1.32175954783	1.42779871458	1.3471401747	1.44277686719	0.721426972186	1.24738542288	1.26257212749	1.31302896239	1.30110379031	1.41215823623	1.45644094413
Armc8	29.73981095	22.87491556	26.55142641	47.71462759	44.40021177	28.55002138	26.66957061	21.79361668	22.49498769	29.83530392	52.67173931	37.54858629	26.73408091	20.56491391	1.95233190172	1.86414730025	1.97059189129	1.89772789416	1.82468143919	1.86021034768	1.71108797449	1.95227433705	1.9332381093	1.82100657571	1.84879601311	1.86331780191	1.78507295782	1.69909403546	-0.219280927691	-0.108527027756	-0.0865094761026	0.0245788748172	0.0602827541491	0.386846157869	0.670533299797	-0.258586925221	0.0142513385581	0.0302891607067	-0.0355871207836	0.0174625555957	0.366518243365	0.556811955548
Ppfibp2	21.86342003	37.39914089	45.90583153	53.94974345	50.86037202	72.73513936	96.36142537	53.22912773	177.0440672	44.68882561	97.32918118	92.72583609	233.440214	232.0073742	1.72629079232	1.64764961183	1.49799837231	1.5591785747	1.53914994467	1.36730150001	1.34052110148	1.59174658394	1.5602692643	1.58316560309	1.46775419696	1.59491339301	1.29180401601	1.34568688275	0.40541468571	0.821717953886	0.899622008284	1.02725432751	1.19355197879	1.58553692954	1.95202166026	0.206545349662	0.874545001207	0.876835789761	0.843833541916	1.14649115559	1.51936297608	1.85226256845
Hdh;Htt	24.34345253	21.65003862	16.02744214	16.70625072	18.11612955	22.64931802	24.30676501	22.80498305	18.33195685	15.76791808	21.59378647	21.4181152	18.71073831	18.23726708	0.599760696629	0.54600509214	0.533090356353	0.347512498312	0.312480344126	0.105172653043	0.0164707557571	0.545620816384	0.640307032259	0.528317629968	0.382923919304	0.258748704921	0.140360619988	0.0439067386557	-0.0450972839152	0.124647618655	0.0814547045107	0.174204140598	0.175943807144	0.243691166691	0.362768658278	0.102254179976	0.0167101844307	0.0457124892134	0.0949784277047	0.122844390111	0.254270217608	0.352510851865
Dap3	28.54931069	31.17582084	25.19569781	19.716706	16.11743248	14.19542785	18.86744523	20.09275774	19.06070237	28.65575689	17.41802339	11.64793128	13.22801024	14.59743874	3.30487215228	3.34850067762	3.30206602992	3.25098221516	3.18968409538	3.10001619703	3.01323447759	3.24289155438	3.19057961253	3.28601400322	3.24442357644	3.17377765094	3.10702266515	3.05236761482	1.33989842251	1.36298064097	1.2101182222	1.29547295403	1.33699085442	1.38276792042	1.45518891581	1.24538577397	1.25592264976	1.30572122247	1.30915726171	1.3380795422	1.34146478773	1.38909639129
Mbnl1;mKIAA0428	514.3317349	486.3745748	350.2516826	283.9670929	256.0218114	133.2927034	64.81710697	654.1672017	749.0864489	516.0132267	369.4229357	284.6853172	253.9259424	110.0169392	6.37446694325	6.43043502811	6.45200157004	6.39552649906	6.27905088531	6.3116717149	6.26178949771	6.52104630368	6.38774296214	6.47944319157	6.41122717341	6.34708502307	6.36035119775	6.31252803303	3.87207127368	3.92827371203	4.18506174983	4.35227290294	4.5007261323	4.78015132819	4.77848626803	3.95296337449	3.9982832508	4.30323919406	4.47006213805	4.53600516556	4.8380326555	4.69363370718
Hmha1	150.5392809	81.16804288	51.69699213	25.84761693	27.05323658	62.8885309	78.97762127	95.96152482	77.89551863	39.09190294	24.34595368	28.58673576	30.59840977	50.75520944	4.9173007348	4.87874581709	4.8498047441	4.85077201695	4.78559782077	4.70936425893	4.69640746146	4.86294342096	4.89873071873	4.91487255045	4.79637309627	4.81479636053	4.78830981181	4.81444524494	2.61631643374	2.65919428752	2.6212868954	2.73159558015	2.67296509875	2.81252649204	2.7767943673	2.6451937888	2.71520522372	2.73480748812	2.71212895381	2.66887024559	2.76486828405	2.77251141587
Cyb5	797.3714756	551.0585515	523.3696961	388.7970743	306.1341502	370.195596	598.4561744	550.4845692	422.1052254	480.1238646	288.5161547	252.7481738	247.9743773	609.5067941	6.97979905295	6.92577855298	6.84807449065	6.84197895298	6.79724376648	6.75763475374	6.6763507726	6.91833047962	6.91334540755	6.89743965773	6.84959884234	6.80352566149	6.73370584112	6.62707884693	4.75415290241	4.68986757987	4.707572278	4.7907544069	4.7445783732	4.91451821637	4.92257840934	4.66694316237	4.82513851739	4.79639398366	4.86303724657	4.75505687597	4.90214103823	4.92877298261
Sf3b1	142.6356906	185.8207994	156.1303356	120.3610839	119.8174088	119.9597807	157.9841609	93.23341798	223.2542238	171.1544024	114.2176702	106.3947045	93.67532099	120.3586687	3.93462966952	3.94747389999	3.939815333	3.84321036431	3.76363472838	3.64475555834	3.64247109748	4.02024487441	4.00267869143	3.96384584434	3.83109625658	3.81966317837	3.7764060559	3.64285218312	2.33165293925	2.24252155193	2.31469998902	2.34327265982	2.51313811401	2.44541667476	2.60328613171	2.21215692738	2.31615046641	2.24276247158	2.37900421627	2.4770628595	2.49267675419	2.51256704383
Trip12;AK032919	54.5886482	70.57126184	69.28337499	87.13306041	94.76561509	93.10420243	98.65319083	76.05853978	86.85385851	90.58900783	111.0948173	96.9042767	137.5843816	94.28626272	1.73305782782	1.77025820411	1.81486934911	1.62857056491	1.52033452347	1.46245788754	1.28070131773	1.76268527405	1.76176733686	1.74308263761	1.60057647993	1.51120746458	1.37037879758	1.31343472257	0.224693917035	0.195725216975	0.312353725605	0.727585628406	1.0601853169	1.42127761565	1.45570869478	-0.0606425627161	-0.0413458214198	0.108236642342	0.528369120497	0.960526489002	1.25953795538	1.3808086633
Osbpl11	22.6007545	14.11354154	13.44029642	12.89566801	15.2838525	12.04954174	15.04686902	17.6873062	32.43797323	15.02392855	12.35895427	13.53559899	9.904650998	10.18998539	2.14167131188	2.09523381275	2.07269021287	2.09360079298	2.09422237734	1.94415857446	2.00420113841	2.15437700496	2.17762267358	2.08288649615	2.10511925381	2.07306862095	1.94239607591	1.96169659698	0.316789988794	0.295342648116	0.339771588348	0.349254060402	0.349334637856	0.359747926571	0.28241540273	0.255202523838	0.333818792983	0.187100496888	0.333848701243	0.385054775525	0.357500392816	0.395701353796
Hnrnpl	308.2876311	253.9536632	230.0444761	110.7114318	114.508698	130.3497278	175.2364675	472.406404	389.8154934	370.5301367	173.3409729	135.9442167	196.4900349	229.5925919	6.42006251339	6.31992146235	6.39205044898	6.3302096741	6.25011001495	6.29177669857	6.22387334844	6.31286763154	6.34771398822	6.30966080146	6.31415967745	6.30803179627	6.34063957355	6.21272278537	4.01676421784	3.98946757144	3.93769942509	4.10504439078	4.0968928922	4.16509756138	4.31537260333	3.90938242653	3.9931752517	4.01248386309	4.06875568277	4.096003786	4.24465757053	4.37665936687
