Gene_Group	R1_LPS_0h	R1_LPS_01h	R1_LPS_02h	R1_LPS_04h	R1_LPS_06h	R1_LPS_09h	R1_LPS_12h	R2_LPS_0h	R2_LPS_01h	R2_LPS_02h	R2_LPS_04h	R2_LPS_06h	R2_LPS_09h	R2_LPS_12h	ML_LPS_R1_0h	ML_LPS_R1_01h	ML_LPS_R1_02h	ML_LPS_R1_04h	ML_LPS_R1_06h	ML_LPS_R1_09h	ML_LPS_R1_12h	ML_LPS_R2_0h	ML_LPS_R2_01h	ML_LPS_R2_02h	ML_LPS_R2_04h	ML_LPS_R2_06h	ML_LPS_R2_09h	ML_LPS_R2_12h	HL_LPS_R1_0h	HL_LPS_R1_01h	HL_LPS_R1_02h	HL_LPS_R1_04h	HL_LPS_R1_06h	HL_LPS_R1_09h	HL_LPS_R1_12h	HL_LPS_R2_0h	HL_LPS_R2_01h	HL_LPS_R2_02h	HL_LPS_R2_04h	HL_LPS_R2_06h	HL_LPS_R2_09h	HL_LPS_R2_12h
Atp6v1b2	788.1949862	715.3222419	531.8466221	456.1532818	645.7340967	708.5717286	623.4589679	463.8974879	339.7015481	381.1386578	281.6404058	445.349756	459.212147	425.6297477	7.16678754292	7.09072045617	7.1837038801	7.0721148456	7.04535823069	6.94161460152	6.98345736804	7.08585248161	6.97750564364	7.14295557343	7.01335721364	7.02333030186	6.97069107413	6.99763832478	4.91718698483	5.05069458103	4.9807682385	4.94677342067	5.12038574356	5.38900298828	5.46756205738	4.98942246136	4.86890066277	4.998276397	5.03216490543	5.12941589053	5.42925920141	5.50532216466
Rpl23	1572.413197	1688.154651	1527.457058	1594.854172	1583.765931	1329.367371	1278.477238	1569.494442	1366.697516	1745.161849	1367.061851	1420.521531	1034.021176	1161.567553	6.33858280238	6.32036351413	6.28161029866	6.27750968738	6.32260747417	6.23760484008	6.24636629512	6.30196206464	6.34969194967	6.31064309401	6.31257777248	6.35650984881	6.302802912	6.25225106618	3.82489327396	3.94970804166	3.92322448588	4.10245372218	4.17643099889	4.35124622159	4.53421998555	3.97799134752	3.94179135	3.94482192798	4.07933182951	4.20202412805	4.49430031456	4.54416996107
Rps24	2605.882048	2690.197372	2520.714313	2885.530906	3327.268175	3081.550913	2949.109387	4810.735907	4588.936585	4225.669301	4682.939788	4679.771412	5449.229266	5615.914933	6.71959938058	6.60775776422	6.61018796875	6.66347223207	6.66679820424	6.60623587137	6.65270185516	6.64769011888	6.73787562573	6.73772400677	6.62212659769	6.52696731494	6.64133297313	6.64802977711	4.01926220487	4.10787622042	4.26526833162	4.25533747053	4.63473176522	4.74347897179	4.9794555421	3.96413851819	4.07450727263	4.09694623108	4.35515451965	4.50906646558	4.77929372307	4.81748418395
Gnb1	321.2560708	294.1770765	314.9543853	311.0230915	360.9229418	384.1860958	352.9590599	328.201432	264.0536874	358.1583668	337.0186237	354.3904467	331.8907806	349.7161228	6.19629777516	6.29056685969	6.27672251375	6.25647841204	6.12509001957	6.07677351089	6.10898829542	6.21997047224	6.25940918356	6.29549530306	6.2037228044	6.15184978785	6.09992703764	6.08640764466	3.94359862189	4.04530249009	3.97499810383	4.19675687506	4.403350465	4.63678817952	4.7055753216	3.95089922378	4.03784789624	4.09131292634	4.09028973957	4.39958602617	4.57919729442	4.74268205946
Rpl30	1932.587444	1779.635505	1673.853315	1590.781249	1686.738787	1446.401732	1248.718443	1800.816138	1255.598873	1799.112765	1611.158805	1438.956602	1198.746901	1142.028757	7.23416131841	7.27420726116	7.21234088484	7.28126465349	7.22833490859	7.18552957082	7.12226377555	7.26031837359	7.24977827654	7.20579081472	7.24217562165	7.21408976412	7.1578186579	7.13066462342	5.00134389068	4.9641743785	5.11121516489	5.11034603182	5.26229478447	5.45933932245	5.40498195254	4.95301024439	4.99437194675	5.23766890837	5.23170635206	5.36484661438	5.32725031269	5.42238681582
Rps3;Snord15b	1133.549542	991.0143511	782.0944011	784.0554238	559.9673143	585.3600272	579.333575	726.7386289	1526.267602	962.3088608	709.8168061	624.5136955	854.6591542	729.2944834	6.74761708704	6.77826222405	6.81691464713	6.78999352552	6.83432399836	6.74154630777	6.79328886963	6.86450458645	6.86757544133	6.83524464124	6.86076444071	6.77202389105	6.64102726379	6.81885971291	4.43427528216	4.58942593261	4.74359787467	4.61057945028	4.6501906135	4.80806114433	4.99675349418	4.47085455479	4.57351822485	4.66442069389	4.76354544777	4.70535967186	4.86164173683	5.03011172255
Rpl32	3577.693922	3457.216026	3053.120474	3227.121243	2686.959974	2399.88454	2100.740323	4335.83644	4189.347831	4093.93698	4116.364169	3275.830677	3274.44015	2691.891531	6.68456477423	6.68590725537	6.66618578296	6.61823511366	6.73274689934	6.57756574811	6.65313270066	6.6693052719	6.65033411332	6.69832311238	6.69153830534	6.69385689684	6.62851330524	6.61786730297	4.02311003954	4.67291187578	4.6655820395	4.72667909857	4.61833585963	4.72366649189	4.81668460847	3.96147761684	4.68012096249	4.60286255778	4.564732682	4.67665364464	4.76977121108	4.80908581461
Pfn1	3980.55318	3510.574019	3689.607074	2820.131051	2266.23778	2362.704967	2311.033478	3326.696025	2687.69224	3153.703952	2274.557266	2372.667343	2157.807325	2337.387619	9.1661371029	9.14378218318	9.23394266095	9.01291718867	9.09189655428	9.06567981726	8.93549249841	9.13647212605	9.12944064034	9.1995124321	9.16446631055	9.1469011072	8.9874623824	9.02210721895	6.29189292208	6.54243727142	6.70840722151	6.74777767203	6.77101814671	7.05490752592	7.12885135231	6.27521746479	6.48212065905	6.58260627477	6.63476628161	6.92991144373	6.98711318101	7.25015124976
Tra2b	202.6750473	201.6986842	190.6159191	207.8498502	188.9417519	114.5212888	105.8270274	188.1248851	397.1670035	204.5603363	207.8863316	174.4302269	168.2018923	133.9278637	5.31485320855	5.24177878833	5.20670586177	5.25600004031	5.14702469951	5.13608507871	5.08133235361	5.26399783902	5.148386057	5.26505871338	5.11048516308	5.16105389037	5.03422678801	4.9146956679	2.61131351723	2.80229334799	2.86263825729	3.16740434493	3.22830621932	3.42630229723	3.55753753863	2.76953975051	2.78867493602	2.76803217579	3.0690361918	3.28144063749	3.44015934549	3.59767962685
Rac1;Rac3	743.3781876	541.7649334	594.9237261	493.0825805	514.5160331	507.4913396	437.4797382	334.1560016	314.8644003	417.6994629	328.2429186	371.7143891	217.52443	258.2480148	6.36991625441	6.35927910105	6.38851497484	6.23590531133	6.34099420071	6.26920373254	6.25574662226	6.40749351533	6.40615762001	6.38915128624	6.16968434844	6.2700201409	6.25730305068	6.2387009155	3.78485377602	3.8542927323	3.96743539277	3.94310697714	3.9194802728	4.26286630136	4.48192723089	3.68230117705	3.92622436308	3.87537598048	3.99930782968	4.0551190759	4.36202161285	4.39882315144
Pafah1b1	69.42069444	75.08874562	81.02021911	76.62448321	77.09895116	69.61997563	77.08619267	66.29090822	85.14370449	71.8593553	68.68609118	77.96061003	62.63122413	73.69457548	3.44501880927	3.25487112945	3.33535523468	3.33869898778	3.2480154937	3.28759193137	3.19775219586	3.33281642544	3.45233469454	3.2804776953	3.31664847917	3.27097113689	3.17349301813	3.08478577939	1.4782554911	1.57019071132	1.47323542432	1.60174001212	1.70789553086	1.78211184309	2.12699815498	1.37728610543	1.55348180764	1.42235285715	1.60840411697	1.63509148956	1.74126824465	2.03018493544
Hspa8	2495.936551	1514.601621	1097.330125	552.5483768	614.2115842	1777.100762	2718.370903	993.0378453	1000.261075	791.3936845	448.7128224	850.9772611	1035.324809	1910.238088	8.43615167313	8.50076002992	8.43122299385	8.4460290789	8.43630638729	8.43497941971	8.3618590011	8.54967068993	8.60945891559	8.44287085417	8.47349176989	8.49137449375	8.45610079299	8.42481380702	5.99989417392	5.89701992592	6.00325808048	6.04506579326	6.47836844491	6.78135663249	7.16096042152	5.86662648423	5.94969411078	5.93749758938	6.24303998714	6.46407403503	6.87790043027	7.11759541841
Vamp3;Vamp2	179.6176848	158.547736	178.2175236	187.4791454	202.6339109	195.6896952	180.4600276	162.3035263	149.8074722	173.4742513	180.3196988	169.6906225	174.9207988	166.8675114	5.29951395494	5.3392907805	5.31348127969	5.23929842532	5.3370038901	5.15171542322	5.08744037123	5.30209103659	5.22023206185	5.27392595562	5.20066873317	5.25077506047	5.1742113522	5.16843243391	3.5110284396	3.59031592853	3.50770650197	3.65771224969	3.75108424089	4.01822905744	4.30837242859	3.44894605365	3.54662137884	3.56218695178	3.67463786499	3.68628660702	4.0933994414	4.25434005884
Dnaja1;Mir207	75.10374944	79.76497013	82.69891815	77.49641279	101.6287025	127.4254522	142.4626472	70.6437348	75.30716108	87.18436519	84.47596668	122.273407	85.72081101	102.0691422	4.61562306482	4.61432215452	4.54018794229	4.45861627066	4.38545740608	4.39836000503	4.30391131038	4.65941681083	4.63683114587	4.59464778601	4.59024253959	4.42995159469	4.23712799643	4.23493747779	2.38919326561	2.42368684886	2.8226467328	3.11593904759	3.59360149453	4.05247877178	4.17349400565	2.35336047264	2.37595754774	2.71589038908	3.13004560564	3.61299122698	4.09060374646	4.23305097289
Eif4e	74.55772291	85.53828239	116.6611325	77.05988761	72.7592302	69.72397082	70.77216455	54.38892689	93.56523244	110.3225902	77.80143531	73.05107179	45.79524993	44.93485957	5.04112952086	5.03881197793	5.0255837187	4.98448248911	4.98222171545	4.9350006715	4.7620379171	5.14580227473	5.09773330953	5.06781932343	4.90285853465	4.95514653495	4.8033402905	4.90558040759	2.31521467882	2.40713738513	2.43514287826	2.42905276162	2.72450889738	2.99012088197	3.17571933636	2.4896405923	2.45407952462	2.49520787629	2.54521301928	2.73500656973	3.00760358208	3.15115082413
Mapk1	105.0533031	79.13927303	86.17108766	53.17468464	70.81982616	84.37246005	86.10322107	48.7000197	60.63779474	46.94702248	34.02267781	55.3585316	41.65363751	49.48744908	5.42356554308	5.31620306595	5.18778974998	5.22186186884	5.21429815467	5.20214761677	5.11335939309	5.3015092581	5.32978498979	5.28411050502	5.30635494735	5.25985961585	5.15185577809	5.18646556013	3.02497438206	3.02350311592	3.17864962294	3.43516814113	3.5413831349	3.53720871775	3.61497842181	3.04030105182	3.14208075101	3.26216148521	3.43050929249	3.44505155367	3.56962236273	3.58142542326
Ppp1cc	230.8905391	183.8454907	138.2595836	78.05758209	77.11985308	77.93114599	97.34320021	199.4427113	156.561516	110.4886216	49.04804558	54.77930807	73.37782608	70.06602864	3.27791591175	3.24691536817	3.27215492179	3.28648925514	3.22584456212	3.10963641386	3.00925594724	3.36145137292	3.34981369562	3.33801570638	3.24284398105	3.1724407613	3.15193768004	3.0942911964	0.867945994684	0.887191327781	1.01238351486	1.01426475019	1.37865362347	1.47239368105	1.63774289087	0.905023239528	0.851067929275	1.01527672485	1.20205231504	1.40800557462	1.44156820102	1.6838808239
Ywhaz	483.0262187	463.2671972	477.4166965	475.2869794	584.9743087	539.3370692	384.5756339	565.0985496	483.7454944	626.7204538	567.0739808	657.8224798	660.8402481	474.4396945	8.68014287097	8.66882322026	8.66839309691	8.61067153522	8.60275452998	8.65265153553	8.63873324236	8.64468030424	8.61958265839	8.61517855845	8.57975565643	8.65275200869	8.62960343408	8.52492915815	5.48790871488	5.68667436404	5.49207928435	5.91013755936	6.40019653007	6.83372991428	6.79152805619	5.55423721431	5.62281845309	5.61531070271	5.87506126348	6.32850251058	6.73187169057	6.85355232375
Sumo1	210.1324299	156.5660473	199.5656482	270.9516207	395.7167241	334.5288861	254.9088361	160.2801613	159.1449288	226.9352462	251.9371418	387.6976824	218.2106714	239.5781954	5.67773513334	5.56332074154	5.5039560955	5.45465009368	5.40433270055	5.30486131767	5.14329325822	5.53527541371	5.52585917081	5.52059560828	5.43088188262	5.39601017993	5.24888009661	5.03733099881	3.68544920922	3.78507011941	3.79228242141	3.92276920961	4.15172005393	4.46530988294	4.60894288926	3.79343744927	3.86492718718	3.94797337024	3.91547906603	4.19026474122	4.51896497329	4.57108935978
Gng2	46.01016079	36.77344186	24.60323614	21.04036672	18.01882343	13.17689983	15.32833338	45.5681799	45.24278205	36.42025115	19.93510233	14.10577025	15.29122934	18.84403251	4.58287513191	4.49831289519	4.5069589055	4.50996402353	4.33688486409	4.3446200657	4.30560233	4.56447028205	4.52348002931	4.60459716414	4.47743759759	4.47521260099	4.41307374704	4.33503179262	2.20813501703	2.50004034205	3.02683765345	3.29934428927	3.3650146884	3.31729752864	3.37034693152	2.50733148891	2.81533216456	3.10619739129	3.4367159429	3.55248731567	3.49764352294	3.39943959361
Eif5a2;Eif5a	1498.137481	1408.122411	1322.460977	1319.281452	1120.601292	979.1898765	810.9213767	1149.789415	905.6657234	1200.794161	1042.224423	1130.542407	801.5455431	709.8388509	8.04105715864	8.02268282016	7.99997949068	8.0147748841	7.88845624936	7.96670054135	7.83534503701	7.99408532912	8.05014035128	7.91639251855	7.86043695916	7.95285657426	7.89239556253	7.87224130732	4.86986913859	4.92377633424	4.94470354162	5.00628573144	5.12101078134	5.3889722219	5.63476536245	4.89532299769	4.83775915444	4.95706447348	5.03562203707	5.15951103322	5.37398327628	5.67191574623
Gm3258;Supt4h1	105.4011665	115.124487	72.55510184	70.69044305	38.01968298	63.50223468	89.45237169	28.92759864	74.83803401	53.06295555	20.1747132	38.90869263	19.26899136	39.08554295	3.55530119518	3.54035894848	3.44130853824	3.35267059585	3.397513974	3.36265052287	3.28171580758	3.51752092705	3.49978994134	3.55805696368	3.42373357485	3.35582336916	3.31137237681	3.24878561297	0.0159990383675	0.523429519682	1.17595742572	1.1204860688	1.34887006773	1.4400648128	1.47333324206	-0.049252309098	0.444281164124	1.19021002431	1.20677759828	1.28230999159	1.23900401536	1.39093745803
Rps17	2564.917933	2014.022137	1944.803422	2042.844172	1886.423747	1652.952464	1299.764267	1393.240988	1784.030455	1860.796451	1613.429717	1472.057091	821.8463632	1054.865998	7.41922691214	7.39287448562	7.45272646131	7.38492633783	7.33166753392	7.37414804557	7.45658589112	7.41516565025	7.41437393069	7.34409302404	7.4557742336	7.35797394552	7.43339527473	7.377809694	5.25796061047	5.18244673247	5.19988796067	5.21230404848	5.43219543945	5.58811013812	5.59042820838	5.17977527284	5.21133284666	5.21734365722	5.3292089363	5.43860625973	5.59717934131	5.56446550683
Ube2i	196.7125725	173.443526	166.7684996	133.7876639	127.5163524	127.4494414	114.6796853	196.8894567	168.9212375	189.178812	166.9593516	147.6444906	131.9273	136.3436047	6.21153317197	6.17344914389	6.20006015667	6.11169518531	6.0526500175	6.05140277394	6.01356138558	6.19364769677	6.20881572489	6.22780294325	6.21749796084	6.14979078372	6.04929433296	5.9996206037	3.66717940464	3.77040831078	4.05437749087	4.20567382998	4.16470165717	4.34894452978	4.45138062892	3.63306174372	3.73420321165	4.02752861558	4.11914246652	4.16603888294	4.31056638576	4.38830901525
Rps10	2544.589845	2351.01763	2176.219264	2499.03334	2036.761521	1896.494181	1714.821022	2325.687954	2140.144192	2319.646043	2327.089238	2195.962546	1886.530826	1718.520244	6.16214963621	6.20021001129	6.12272997824	6.18917081096	6.14014521876	6.06307326674	6.03257504716	6.14900982887	6.11535194789	6.28184446189	6.1982589507	6.14265494532	6.19963715417	6.09746758876	4.00321206032	3.97371945866	4.09450241191	4.01040254055	4.12141318301	4.28665505141	4.32733516739	4.06065624273	4.05831365121	4.00138862566	4.14794982702	4.03445764192	4.24812486442	4.30285268036
Csnk2b	371.384538	298.2739094	359.705696	335.2830651	317.3048805	352.3079347	269.9710633	569.757138	422.3276074	405.4713035	430.5176732	379.7379033	525.598978	398.5656831	4.59961796481	4.55314541352	4.59325288855	4.55136610316	4.53536701897	4.3946046204	4.38844821878	4.54525446612	4.64952350325	4.65460551984	4.6116483339	4.53737459222	4.48047806259	4.3557753012	3.02690328378	2.97112180301	2.99937858332	3.10644497279	3.27640770994	3.55377963231	3.5521421607	2.98472884999	3.05779690663	3.10517694306	3.12161860626	3.45265619011	3.45266263415	3.63305193558
Rpl22	331.9330359	352.5141226	332.8803283	305.8513044	312.5669824	237.456439	237.8171191	539.0654697	359.3026163	442.8075129	386.9558953	376.3010653	325.7003799	366.6639213	7.50968784374	7.51049943241	7.58139614216	7.56033021993	7.4576089491	7.38736703161	7.44531473551	7.68476155717	7.52621646124	7.55813306063	7.66559518383	7.46642194557	7.46603952531	7.3923120645	5.40924667756	5.71631769632	5.61302067585	5.65898415351	5.55932537804	5.81881647365	5.92825951428	5.45197147945	5.61968499639	5.67628734576	5.66374902491	5.65486764372	5.74851961648	6.01874181938
Ube2l3	235.2366048	193.3988703	180.8926749	217.0202727	211.9716182	233.2435629	218.3349152	221.8876354	214.4105033	203.1509592	195.2126642	223.6456885	230.3982998	241.3675194	5.01254805848	4.99961776861	4.9662179274	4.96190037072	4.93715571692	4.81402898835	4.76948399214	5.09126148486	5.01375181323	5.08500960169	4.95933588911	5.01833385596	4.80856976188	4.78919132037	2.72117404048	2.77291175602	2.78947253349	2.85976907621	2.81725615103	3.39513952633	3.51813308825	2.93095084001	2.87964326607	2.87096054586	2.89881866582	2.96414331747	3.53870379767	3.65142521054
Tuba3a;Tuba1a	289.123146	168.6251053	185.907108	158.5846877	190.1893688	256.0539787	338.6100432	115.0254014	150.0962542	107.1862284	108.8699567	126.859737	113.7999549	172.8982122	5.35239326251	5.3255473549	5.2919377433	5.33023693316	5.25853677847	5.2674500031	5.22906325353	5.33204981161	5.20170051223	5.33128139755	5.35144069018	5.28505792978	5.2293430168	5.31463040461	2.67563085307	2.84835882181	2.90259357372	2.95121742739	3.07312618744	3.1352500887	3.37158580642	2.68087549152	2.72712270076	2.77304301012	2.99311684955	3.03268471782	3.2322470921	3.44262267174
Sbds	104.6192041	293.4805652	452.8967864	522.937301	596.4218187	399.9358126	306.3753385	73.8443197	380.8364988	561.4902116	635.9174165	595.5114673	334.0139827	294.9066568	3.58973430232	3.5677821243	3.53602396561	3.50947842628	3.43514169019	3.24572640794	3.27532195969	3.66417181693	3.6822421531	3.56680585401	3.53241039103	3.44563278788	3.29103583679	3.18496325404	1.82912604705	1.78554015784	1.86433358847	2.36760409579	3.04604219804	3.40431045834	3.49813685178	1.60849647864	1.72378225533	1.74271838148	2.31967498127	3.04336729732	3.35627535543	3.45638239979
Kpnb1	122.6730799	83.62411097	70.22834542	44.34541231	45.66668471	53.77044002	59.69488636	78.6197325	71.10807379	59.87738633	49.2529622	47.52139309	34.92157649	38.94521115	5.742351236	5.73092734376	5.78516037903	5.65641947369	5.68464864623	5.61164626215	5.67779356692	5.67792818114	5.68627744887	5.71820206276	5.70725338194	5.76028601206	5.57731784482	5.5923579287	3.03874117579	3.16365263452	3.08969148116	3.12576255196	3.0915954346	3.41544690939	3.56209618911	3.02844310531	3.08807322517	3.12979578349	3.17299944046	3.18809024497	3.36710600772	3.63464650377
Plxna1	95.69233429	49.9576813	43.07543309	25.024243	31.51902893	77.08053073	84.35462381	53.60593262	44.29111522	43.20613509	22.44442917	33.47127805	53.09710611	68.15075141	1.40778801909	1.34669416367	1.40883813497	1.28277578571	1.21762257993	1.25433224505	1.07870854877	1.41626666499	1.32614642287	1.32513131533	1.34227764328	1.24206297146	1.18471205333	1.0732575779	0.616711711736	0.655923646686	0.801126227236	0.792717538404	0.875322709775	0.9601783306	1.04059114153	0.662103106291	0.603043106742	0.790763822781	0.793621205243	0.754668619395	0.947002066892	1.08734001975
Mpp1	107.9044441	96.70004309	155.884369	186.2636953	254.9818398	214.201766	133.5958239	84.97169473	107.0337148	177.9604436	190.3047065	266.8470457	176.0787905	113.6915141	4.9492814173	4.95405549576	4.97440900851	4.9202638979	4.99123858159	4.91682684831	4.89094077374	4.98751696306	5.00432885186	4.97437121063	4.95077495763	4.90527606056	4.81732433911	4.81835744294	3.16880002191	3.18954991412	3.17942283083	3.59308770629	3.87044942092	4.18701559857	4.45720533414	3.24165354694	3.19715551016	3.26673219315	3.43556409828	3.79912906249	4.23432532192	4.47630017373
Pebp1	290.1272075	252.3657212	240.7729113	238.2389361	198.3311104	191.1623005	220.6705452	252.8915516	184.6609021	238.707423	202.350591	214.4353432	149.6473204	158.9974637	6.48774953028	6.49915556181	6.43128598909	6.4002572925	6.48906052591	6.36393559038	6.44262760869	6.49986049467	6.48347424677	6.49111301074	6.3586828175	6.46549046706	6.41097019609	6.43145482427	4.17113377802	4.07987991353	4.22954205103	4.16203039643	4.27777362456	4.34029399897	4.41278641512	4.06608076259	4.0791605868	4.09861430297	4.28664911746	4.25983079027	4.30039773749	4.52004069717
Was	91.9657293	87.35586281	63.84125951	50.52121847	41.50011708	41.9455026	45.38753859	114.8450228	135.5522089	69.7685382	75.15180974	53.96181409	94.77404646	66.93928035	3.94219169418	3.88105763871	3.82924637072	3.937068234	3.76394309365	3.76638998713	3.80653293172	3.9691501757	3.9527709293	3.88829600244	3.9714089367	3.84062721657	3.84055787895	3.74982128392	2.34709882764	2.43343218436	2.44005449889	2.50813699877	2.32112838837	2.42329974789	2.63448640164	2.24360325277	2.39574661904	2.47476488262	2.37652545048	2.41438690828	2.55547983416	2.64743078864
Hnrnph2	112.1791786	148.0280743	143.7971007	136.7109617	201.6568502	164.7520769	158.7766092	137.9192754	141.9310449	140.0654109	192.3316217	221.8029888	255.2399032	183.655134	5.40602216304	5.42453089746	5.49655170664	5.38097694475	5.23652210499	5.28285223192	5.29118429183	5.38160828736	5.42049121583	5.45670791932	5.35182576191	5.37594438081	5.22854887544	5.27142813724	3.28710184328	3.48333249901	3.55352529758	3.65691645816	3.71376741603	3.95486238949	4.10613395714	3.37896885751	3.49233143436	3.58750845533	3.62142815513	3.72156462509	3.90250332077	4.01369321208
Hint1	868.8461038	656.9244867	646.3865411	610.2729861	627.0081064	483.7758018	405.0476526	912.4014912	571.7149414	793.7425125	568.6686233	640.9484857	455.8602155	520.276272	7.492087938	7.43744591291	7.50766894209	7.41505837551	7.49862899342	7.40772989358	7.37387726805	7.47124011984	7.47259513515	7.53997502042	7.48777649985	7.40123228623	7.45742255909	7.39616633442	4.89673585509	4.9303130162	4.83904578678	5.01143158924	5.10612230189	5.37881161718	5.41111123815	4.85952118007	4.88784856864	4.92074294244	4.90404011253	5.22017960039	5.285477306	5.43145991428
Slc9a3r1	137.0166773	151.663399	193.8787107	163.4435065	151.6365852	203.89287	192.3050606	127.9660174	133.4865703	238.3730905	175.0438345	133.2992695	178.4094037	190.6995711	5.38833440919	5.41694207907	5.32741196745	5.33242130138	5.32416081922	5.29493956092	5.29462511442	5.42371180993	5.42349189108	5.33707482336	5.37729236685	5.40001677068	5.23819882909	5.26868808493	3.14652450615	3.34739020924	3.30769530206	3.44868302579	3.59072571874	4.00873137521	4.128455744	3.2186075635	3.2948932408	3.49341658251	3.50397300791	3.72451355659	3.87939122685	4.07316281512
Cct7;AK153821	148.1042533	164.0930739	159.6817562	128.1685975	104.6714984	101.9742679	106.3266899	178.1049858	201.4967048	150.040228	102.1859379	106.9091772	135.6005481	121.9017042	6.63057602155	6.64791030068	6.61984756247	6.61113379938	6.5774567421	6.55216771644	6.56551814283	6.62861731762	6.56072099462	6.61449780844	6.60698967057	6.59318832305	6.52137821216	6.50206257432	3.89243212533	3.96563702857	3.93855592214	3.91685313746	4.04647191267	4.23113722315	4.45000265018	3.98659818689	3.99845361906	3.98865511294	4.01221668994	3.99001125586	4.32990475376	4.46731510794
Cct2	249.5249847	233.6859106	242.3151257	181.2282184	140.8660056	128.7677245	128.9563971	104.1343086	173.0824521	181.7168838	134.7602197	99.55176476	84.71561951	89.24765798	6.4329836933	6.50602946458	6.42683533362	6.47422989092	6.43127385679	6.49590724607	6.41526871374	6.48799412583	6.40796537339	6.33914861512	6.39280137162	6.43318200208	6.33413494807	6.39259932382	4.33756569034	4.36303641732	4.2951574533	4.33297854555	4.43919837155	4.44437454845	4.51702719999	4.26487129701	4.29600701989	4.27288090144	4.3748916426	4.39046199517	4.45751691188	4.53470594683
Cct4	246.9544372	206.593053	209.7228642	135.9575121	122.7036335	148.3677431	160.6068323	112.7280576	130.1703908	123.6423583	101.6195277	94.32167515	78.78178868	77.24062584	6.2715274806	6.32101924277	6.30867527307	6.2995965492	6.30544166771	6.17357693496	6.17493576951	6.35982717143	6.29120455385	6.26761319026	6.22872750892	6.20696445671	6.1804592082	6.2273215963	3.83119268917	3.8566627069	3.83549250032	4.00462756426	4.03298050971	4.07266934924	4.21807686172	3.82296547669	3.82480503618	3.85961424356	3.96385557512	3.91212782904	4.1158805822	4.17726562661
Cct5	285.6671883	239.7730553	237.4587663	185.6095803	126.4615442	132.5456969	113.108605	235.5895606	239.5745837	190.0835203	149.6774268	105.5931408	118.8980969	121.9731905	6.52250435687	6.57261950381	6.51331340564	6.45744838736	6.51706062761	6.42563590774	6.46024042349	6.55499405031	6.50147598617	6.5893813718	6.52529866053	6.59952648091	6.4618816212	6.54704403652	4.32526789338	4.1822718391	4.3184461177	4.19968965322	4.40208159867	4.41556728943	4.55881519804	4.30488410052	4.30645552993	4.26376117372	4.23500054243	4.31268556011	4.37249860563	4.44562795555
Cct3	188.7470913	179.8213359	242.1553337	243.6570741	218.8717231	231.0718467	234.1904681	110.2165787	115.8108665	150.4894847	147.3718743	161.3978744	123.0432329	95.83178611	6.5117692588	6.38154966892	6.37838878905	6.44152471087	6.37744654225	6.3053343568	6.31522893748	6.47147333555	6.43873416291	6.46021732992	6.40743418975	6.47425210761	6.29092950945	6.307278487	4.28655841692	4.20340556281	4.2911428156	4.29450372841	4.35933595454	4.6581993702	4.64944445543	4.15630095087	4.27825629558	4.31197141029	4.21978183064	4.34498847287	4.53893962814	4.66136534488
Tubg1;tubg1;Tubg2	43.89624159	29.51566081	18.00287404	11.56811024	8.634995815	11.5010468	11.83936145	15.19114783	36.51312112	14.20993999	5.024658159	1.831070403	5.369119264	5.798848044	2.72850183995	2.7809634575	2.62421323469	2.63752869827	2.49128598191	2.42047341567	2.26854969121	2.70475116378	2.66976266473	2.51844145013	2.6155644369	2.53524093838	2.38990745901	2.33460511898	0.345196562631	0.773112453659	0.680857087112	0.682020445087	0.829704789283	0.826010296073	0.965793700569	0.37968893692	0.733310643024	0.748957482869	0.821566017587	0.84829448414	0.860184529603	1.00296152096
Cbx1	34.79811749	31.82746427	22.75465897	21.2897442	23.12507807	23.49564248	28.52977253	64.60754875	52.46843243	20.74213007	62.90601616	38.84478034	49.91618147	41.71743196	3.96104465168	3.9711624178	3.89022141796	3.93172275082	3.84916990641	3.77739001811	3.7304289871	3.98525813596	3.89627312521	3.91883239829	3.81551507484	3.81608306567	3.68528629311	3.71846055279	1.49575450821	1.83849823861	1.80366101446	1.81230609418	1.7858462215	1.91041386549	1.92923030957	1.44689734261	1.71715168416	1.73815879761	1.79388682367	1.73667102512	1.78527823132	1.90235678182
Tceb1	165.8162742	149.3226206	151.9249803	182.6735012	209.2493164	239.3818516	206.7516652	197.2173881	130.2554103	197.4552351	199.2341434	272.0412266	288.3486125	311.2169849	6.31476959498	6.27045723174	6.34054984966	6.13142521081	6.14990731281	6.11105042909	5.99531955427	6.20672781931	6.3249521978	6.17769376791	6.20400461361	6.14805198645	6.03018421759	6.11471860202	4.30550672054	4.43499430829	4.45001281775	4.42341987643	4.39323873821	4.36883288938	4.628698731	4.220907895	4.36186655598	4.46412457412	4.48877172097	4.52447165215	4.48454725598	4.70719115425
Arf5	458.0859691	527.4632091	431.2933741	562.7355976	626.7689627	576.5216107	499.5964841	869.2382492	636.0930908	603.6945939	858.9199831	847.2717515	1301.91558	955.2203544	3.88478540608	3.87387942329	3.88295960429	3.80393407191	3.88871302733	3.83131068146	3.69714555837	3.98430422917	3.85539261087	3.88554161797	3.89812894756	3.8376955348	3.8160014987	3.75555867034	1.71320308917	1.8924265907	1.94733882942	2.13980131251	2.31282786187	2.58833911279	2.83439801207	1.78460502325	1.89655679616	2.04625086444	2.19813461921	2.36875924884	2.61103335725	2.89206265124
